"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","dn0","d","dn0_d"
"209","18.6","2",1,"n",0.571428571428571,0.262605217643246,1.2,38.8,14,0.230483447571069,0.7,1,0.7
"210","20","2",1,"n",0.615384615384615,0.291087685816634,1.2,41.2,13,0.242195078873512,0.7,1,0.7
"211","7.1","0",0,"a",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.7,1,0.7
"212","8.5","0",0,"a",0,0.139311428537956,1.3,21.9,19,0.0831983826400026,0.7,1,0.7
"213","10","0",0.375,"a",0.1875,0.192859815546751,0.6,25.7,16,0.112729240671452,0.7,1,0.7
"214","11.4","0",0.272727272727273,"a",0.1875,0.19764975457947,1.1,25.8,16,0.114734110056427,0.7,1,0.7
"215","12.8","0",0.111111111111111,"a",0.0714285714285714,0.24506680532974,1.1,29,14,0.143453824747416,0.7,1,0.7
"216","14.3","0",0,"a",0,0.274669741660135,1.1,31.8,13,0.171024081496852,0.7,1,0.7
"217","15.7","0",0,"a",0,0.19084284389106,1.3,32.9,17,0.193742425366959,0.7,1,0.7
"218","17.1","0",0,"a",0,0.21496492782398,1.1,35.4,16,0.211866187738025,0.7,1,0.7
"219","18.6","0",0.166666666666667,"a",0.0714285714285714,0.262605217643246,1.2,38.8,14,0.230483447571069,0.7,1,0.7
"220","20","0",0,"a",0,0.291087685816634,1.2,41.2,13,0.242195078873512,0.7,1,0.7
"221","7.1","1",0.125,"a",0.0769230769230769,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.7,1,0.7
"222","8.5","1",0,"a",0,0.139311428537956,1.3,21.9,19,0.0831983826400026,0.7,1,0.7
"223","10","1",0.125,"a",0.0625,0.192859815546751,0.6,25.7,16,0.112729240671452,0.7,1,0.7
"224","11.4","1",0.0909090909090909,"a",0.0625,0.19764975457947,1.1,25.8,16,0.114734110056427,0.7,1,0.7
"225","12.8","1",0.111111111111111,"a",0.0714285714285714,0.24506680532974,1.1,29,14,0.143453824747416,0.7,1,0.7
"226","14.3","1",0.125,"a",0.0769230769230769,0.274669741660135,1.1,31.8,13,0.171024081496852,0.7,1,0.7
"227","15.7","1",0,"a",0,0.19084284389106,1.3,32.9,17,0.193742425366959,0.7,1,0.7
"228","17.1","1",0,"a",0,0.21496492782398,1.1,35.4,16,0.211866187738025,0.7,1,0.7
"229","18.6","1",0,"a",0,0.262605217643246,1.2,38.8,14,0.230483447571069,0.7,1,0.7
"230","20","1",0,"a",0,0.291087685816634,1.2,41.2,13,0.242195078873512,0.7,1,0.7
"231","7.1","2",0.875,"a",0.538461538461538,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.7,1,0.7
"232","8.5","2",1,"a",0.368421052631579,0.139311428537956,1.3,21.9,19,0.0831983826400026,0.7,1,0.7
"233","10","2",0.5,"a",0.25,0.192859815546751,0.6,25.7,16,0.112729240671452,0.7,1,0.7
"234","11.4","2",0.636363636363636,"a",0.4375,0.19764975457947,1.1,25.8,16,0.114734110056427,0.7,1,0.7
"235","12.8","2",0.777777777777778,"a",0.5,0.24506680532974,1.1,29,14,0.143453824747416,0.7,1,0.7
"236","14.3","2",0.875,"a",0.538461538461538,0.274669741660135,1.1,31.8,13,0.171024081496852,0.7,1,0.7
"237","15.7","2",1,"a",0.411764705882353,0.19084284389106,1.3,32.9,17,0.193742425366959,0.7,1,0.7
"238","17.1","2",1,"a",0.3125,0.21496492782398,1.1,35.4,16,0.211866187738025,0.7,1,0.7
"239","18.6","2",0.833333333333333,"a",0.357142857142857,0.262605217643246,1.2,38.8,14,0.230483447571069,0.7,1,0.7
"240","20","2",1,"a",0.384615384615385,0.291087685816634,1.2,41.2,13,0.242195078873512,0.7,1,0.7
"241","7.1","0",0,"n",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.9,1,0.9
"242","8.5","0",0,"n",0,0.254396605154422,0.0999999999999996,23.1,13,0.0831983826400026,0.9,1,0.9
"243","10","0",0,"n",0,0.192859815546751,0.6,25.7,16,0.112729240671452,0.9,1,0.9
"244","11.4","0",0,"n",0,0.19764975457947,1.1,25.8,16,0.114734110056427,0.9,1,0.9
"245","12.8","0",0,"n",0,0.24506680532974,1.1,29,14,0.143453824747416,0.9,1,0.9
"246","14.3","0",0,"n",0,0.274669741660135,1.1,31.8,13,0.171024081496852,0.9,1,0.9
"247","15.7","0",0,"n",0,0.278486920023484,1.1,34.1,13,0.193742425366959,0.9,1,0.9
"248","17.1","0",0.272727272727273,"n",0.1875,0.21496492782398,1.1,35.4,16,0.211866187738025,0.9,1,0.9
"249","18.6","0",0,"n",0,0.262605217643246,1.2,38.8,14,0.230483447571069,0.9,1,0.9
"250","20","0",0,"n",0,0.291087685816634,1.2,41.2,13,0.242195078873512,0.9,1,0.9
"251","7.1","1",0,"n",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.9,1,0.9
"252","8.5","1",0,"n",0,0.254396605154422,0.0999999999999996,23.1,13,0.0831983826400026,0.9,1,0.9
"253","10","1",0,"n",0,0.192859815546751,0.6,25.7,16,0.112729240671452,0.9,1,0.9
"254","11.4","1",0,"n",0,0.19764975457947,1.1,25.8,16,0.114734110056427,0.9,1,0.9
"255","12.8","1",0,"n",0,0.24506680532974,1.1,29,14,0.143453824747416,0.9,1,0.9
"256","14.3","1",0,"n",0,0.274669741660135,1.1,31.8,13,0.171024081496852,0.9,1,0.9
"257","15.7","1",0,"n",0,0.278486920023484,1.1,34.1,13,0.193742425366959,0.9,1,0.9
"258","17.1","1",0,"n",0,0.21496492782398,1.1,35.4,16,0.211866187738025,0.9,1,0.9
"259","18.6","1",0,"n",0,0.262605217643246,1.2,38.8,14,0.230483447571069,0.9,1,0.9
"260","20","1",0,"n",0,0.291087685816634,1.2,41.2,13,0.242195078873512,0.9,1,0.9
"261","7.1","2",1,"n",0.384615384615385,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.9,1,0.9
"262","8.5","2",1,"n",0.384615384615385,0.254396605154422,0.0999999999999996,23.1,13,0.0831983826400026,0.9,1,0.9
"263","10","2",1,"n",0.5,0.192859815546751,0.6,25.7,16,0.112729240671452,0.9,1,0.9
"264","11.4","2",1,"n",0.3125,0.19764975457947,1.1,25.8,16,0.114734110056427,0.9,1,0.9
"265","12.8","2",1,"n",0.357142857142857,0.24506680532974,1.1,29,14,0.143453824747416,0.9,1,0.9
"266","14.3","2",1,"n",0.384615384615385,0.274669741660135,1.1,31.8,13,0.171024081496852,0.9,1,0.9
"267","15.7","2",1,"n",0.384615384615385,0.278486920023484,1.1,34.1,13,0.193742425366959,0.9,1,0.9
"268","17.1","2",0.727272727272727,"n",0.5,0.21496492782398,1.1,35.4,16,0.211866187738025,0.9,1,0.9
"269","18.6","2",1,"n",0.571428571428571,0.262605217643246,1.2,38.8,14,0.230483447571069,0.9,1,0.9
"270","20","2",1,"n",0.615384615384615,0.291087685816634,1.2,41.2,13,0.242195078873512,0.9,1,0.9
"271","7.1","0",0,"a",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.9,1,0.9
"272","8.5","0",0,"a",0,0.254396605154422,0.0999999999999996,23.1,13,0.0831983826400026,0.9,1,0.9
"273","10","0",0.375,"a",0.1875,0.192859815546751,0.6,25.7,16,0.112729240671452,0.9,1,0.9
"274","11.4","0",0.272727272727273,"a",0.1875,0.19764975457947,1.1,25.8,16,0.114734110056427,0.9,1,0.9
"275","12.8","0",0.111111111111111,"a",0.0714285714285714,0.24506680532974,1.1,29,14,0.143453824747416,0.9,1,0.9
"276","14.3","0",0,"a",0,0.274669741660135,1.1,31.8,13,0.171024081496852,0.9,1,0.9
"277","15.7","0",0,"a",0,0.278486920023484,1.1,34.1,13,0.193742425366959,0.9,1,0.9
"278","17.1","0",0,"a",0,0.21496492782398,1.1,35.4,16,0.211866187738025,0.9,1,0.9
"279","18.6","0",0.166666666666667,"a",0.0714285714285714,0.262605217643246,1.2,38.8,14,0.230483447571069,0.9,1,0.9
"280","20","0",0,"a",0,0.291087685816634,1.2,41.2,13,0.242195078873512,0.9,1,0.9
"281","7.1","1",0.125,"a",0.0769230769230769,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.9,1,0.9
"282","8.5","1",0.125,"a",0.0769230769230769,0.254396605154422,0.0999999999999996,23.1,13,0.0831983826400026,0.9,1,0.9
"283","10","1",0.125,"a",0.0625,0.192859815546751,0.6,25.7,16,0.112729240671452,0.9,1,0.9
"284","11.4","1",0.0909090909090909,"a",0.0625,0.19764975457947,1.1,25.8,16,0.114734110056427,0.9,1,0.9
"285","12.8","1",0.111111111111111,"a",0.0714285714285714,0.24506680532974,1.1,29,14,0.143453824747416,0.9,1,0.9
"286","14.3","1",0.125,"a",0.0769230769230769,0.274669741660135,1.1,31.8,13,0.171024081496852,0.9,1,0.9
"287","15.7","1",0.125,"a",0.0769230769230769,0.278486920023484,1.1,34.1,13,0.193742425366959,0.9,1,0.9
"288","17.1","1",0,"a",0,0.21496492782398,1.1,35.4,16,0.211866187738025,0.9,1,0.9
"289","18.6","1",0,"a",0,0.262605217643246,1.2,38.8,14,0.230483447571069,0.9,1,0.9
"290","20","1",0,"a",0,0.291087685816634,1.2,41.2,13,0.242195078873512,0.9,1,0.9
"291","7.1","2",0.875,"a",0.538461538461538,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0.9,1,0.9
"292","8.5","2",0.875,"a",0.538461538461538,0.254396605154422,0.0999999999999996,23.1,13,0.0831983826400026,0.9,1,0.9
"293","10","2",0.5,"a",0.25,0.192859815546751,0.6,25.7,16,0.112729240671452,0.9,1,0.9
"294","11.4","2",0.636363636363636,"a",0.4375,0.19764975457947,1.1,25.8,16,0.114734110056427,0.9,1,0.9
"295","12.8","2",0.777777777777778,"a",0.5,0.24506680532974,1.1,29,14,0.143453824747416,0.9,1,0.9
"296","14.3","2",0.875,"a",0.538461538461538,0.274669741660135,1.1,31.8,13,0.171024081496852,0.9,1,0.9
"297","15.7","2",0.875,"a",0.538461538461538,0.278486920023484,1.1,34.1,13,0.193742425366959,0.9,1,0.9
"298","17.1","2",1,"a",0.3125,0.21496492782398,1.1,35.4,16,0.211866187738025,0.9,1,0.9
"299","18.6","2",0.833333333333333,"a",0.357142857142857,0.262605217643246,1.2,38.8,14,0.230483447571069,0.9,1,0.9
"300","20","2",1,"a",0.384615384615385,0.291087685816634,1.2,41.2,13,0.242195078873512,0.9,1,0.9
"301","7.1","0",0,"n",0,0.205745901575027,1.6,29.9,15,0.128308912391191,1,0.1,10
"302","8.5","0",0,"n",0,0.259998912371753,1.2,34.2,13,0.16445928159202,1,0.1,10
"303","10","0",0,"n",0,0.266689209366692,1.2,37.6,13,0.194881787490009,1,0.1,10
"304","11.4","0",0,"n",0,0.136279120989478,3.9,39.3,20,0.224111252711082,1,0.1,10
"305","12.8","0",0,"n",0,0.172233147701691,3.9,43.1,18,0.242517440800206,1,0.1,10
"306","14.3","0",0,"n",0,0.282372698583528,2.4,43.1,13,0.242520085209171,1,0.1,10
"307","15.7","0",0,"n",0,0.28577529347589,2.4,41.7,13,0.242520085209171,1,0.1,10
"308","17.1","0",0,"n",0,0.288844988149246,2.4,40.3,13,0.242520085209171,1,0.1,10
"309","18.6","0",0,"n",0,0.291825497571029,2.4,38.8,13,0.242520085209171,1,0.1,10
"310","20","0",0,"n",0,0.268410461158548,2.8,37,14,0.242520085209171,1,0.1,10
"311","7.1","1",0,"n",0,0.205745901575027,1.6,29.9,15,0.128308912391191,1,0.1,10
"312","8.5","1",0,"n",0,0.259998912371753,1.2,34.2,13,0.16445928159202,1,0.1,10
"313","10","1",0,"n",0,0.266689209366692,1.2,37.6,13,0.194881787490009,1,0.1,10
"314","11.4","1",0,"n",0,0.136279120989478,3.9,39.3,20,0.224111252711082,1,0.1,10
"315","12.8","1",0,"n",0,0.172233147701691,3.9,43.1,18,0.242517440800206,1,0.1,10
"316","14.3","1",0,"n",0,0.282372698583528,2.4,43.1,13,0.242520085209171,1,0.1,10
"317","15.7","1",0,"n",0,0.28577529347589,2.4,41.7,13,0.242520085209171,1,0.1,10
"318","17.1","1",0,"n",0,0.288844988149246,2.4,40.3,13,0.242520085209171,1,0.1,10
"319","18.6","1",0,"n",0,0.291825497571029,2.4,38.8,13,0.242520085209171,1,0.1,10
"320","20","1",0,"n",0,0.268410461158548,2.8,37,14,0.242520085209171,1,0.1,10
"321","7.1","2",1,"n",0.533333333333333,0.205745901575027,1.6,29.9,15,0.128308912391191,1,0.1,10
"322","8.5","2",1,"n",0.615384615384615,0.259998912371753,1.2,34.2,13,0.16445928159202,1,0.1,10
"323","10","2",1,"n",0.615384615384615,0.266689209366692,1.2,37.6,13,0.194881787490009,1,0.1,10
"324","11.4","2",1,"n",0.25,0.136279120989478,3.9,39.3,20,0.224111252711082,1,0.1,10
"325","12.8","2",1,"n",0.444444444444444,0.172233147701691,3.9,43.1,18,0.242517440800206,1,0.1,10
"326","14.3","2",1,"n",0.615384615384615,0.282372698583528,2.4,43.1,13,0.242520085209171,1,0.1,10
"327","15.7","2",1,"n",0.615384615384615,0.28577529347589,2.4,41.7,13,0.242520085209171,1,0.1,10
"328","17.1","2",1,"n",0.615384615384615,0.288844988149246,2.4,40.3,13,0.242520085209171,1,0.1,10
"329","18.6","2",1,"n",0.615384615384615,0.291825497571029,2.4,38.8,13,0.242520085209171,1,0.1,10
"330","20","2",1,"n",0.571428571428571,0.268410461158548,2.8,37,14,0.242520085209171,1,0.1,10
"331","7.1","0",0.285714285714286,"a",0.133333333333333,0.205745901575027,1.6,29.9,15,0.128308912391191,1,0.1,10
"332","8.5","0",0,"a",0,0.259998912371753,1.2,34.2,13,0.16445928159202,1,0.1,10
"333","10","0",0,"a",0,0.266689209366692,1.2,37.6,13,0.194881787490009,1,0.1,10
"334","11.4","0",0.466666666666667,"a",0.35,0.136279120989478,3.9,39.3,20,0.224111252711082,1,0.1,10
"335","12.8","0",0.5,"a",0.277777777777778,0.172233147701691,3.9,43.1,18,0.242517440800206,1,0.1,10
"336","14.3","0",0,"a",0,0.282372698583528,2.4,43.1,13,0.242520085209171,1,0.1,10
"337","15.7","0",0,"a",0,0.28577529347589,2.4,41.7,13,0.242520085209171,1,0.1,10
"338","17.1","0",0,"a",0,0.288844988149246,2.4,40.3,13,0.242520085209171,1,0.1,10
"339","18.6","0",0,"a",0,0.291825497571029,2.4,38.8,13,0.242520085209171,1,0.1,10
"340","20","0",0.166666666666667,"a",0.0714285714285714,0.268410461158548,2.8,37,14,0.242520085209171,1,0.1,10
"341","7.1","1",0,"a",0,0.205745901575027,1.6,29.9,15,0.128308912391191,1,0.1,10
"342","8.5","1",0,"a",0,0.259998912371753,1.2,34.2,13,0.16445928159202,1,0.1,10
"343","10","1",0,"a",0,0.266689209366692,1.2,37.6,13,0.194881787490009,1,0.1,10
"344","11.4","1",0.0666666666666667,"a",0.05,0.136279120989478,3.9,39.3,20,0.224111252711082,1,0.1,10
"345","12.8","1",0,"a",0,0.172233147701691,3.9,43.1,18,0.242517440800206,1,0.1,10
"346","14.3","1",0,"a",0,0.282372698583528,2.4,43.1,13,0.242520085209171,1,0.1,10
"347","15.7","1",0,"a",0,0.28577529347589,2.4,41.7,13,0.242520085209171,1,0.1,10
"348","17.1","1",0,"a",0,0.288844988149246,2.4,40.3,13,0.242520085209171,1,0.1,10
"349","18.6","1",0,"a",0,0.291825497571029,2.4,38.8,13,0.242520085209171,1,0.1,10
"350","20","1",0,"a",0,0.268410461158548,2.8,37,14,0.242520085209171,1,0.1,10
"351","7.1","2",0.714285714285714,"a",0.333333333333333,0.205745901575027,1.6,29.9,15,0.128308912391191,1,0.1,10
"352","8.5","2",1,"a",0.384615384615385,0.259998912371753,1.2,34.2,13,0.16445928159202,1,0.1,10
"353","10","2",1,"a",0.384615384615385,0.266689209366692,1.2,37.6,13,0.194881787490009,1,0.1,10
"354","11.4","2",0.466666666666667,"a",0.35,0.136279120989478,3.9,39.3,20,0.224111252711082,1,0.1,10
"355","12.8","2",0.5,"a",0.277777777777778,0.172233147701691,3.9,43.1,18,0.242517440800206,1,0.1,10
"356","14.3","2",1,"a",0.384615384615385,0.282372698583528,2.4,43.1,13,0.242520085209171,1,0.1,10
"357","15.7","2",1,"a",0.384615384615385,0.28577529347589,2.4,41.7,13,0.242520085209171,1,0.1,10
"358","17.1","2",1,"a",0.384615384615385,0.288844988149246,2.4,40.3,13,0.242520085209171,1,0.1,10
"359","18.6","2",1,"a",0.384615384615385,0.291825497571029,2.4,38.8,13,0.242520085209171,1,0.1,10
"360","20","2",0.833333333333333,"a",0.357142857142857,0.268410461158548,2.8,37,14,0.242520085209171,1,0.1,10
"361","7.1","0",0,"n",0,0.185604274987618,1.8,27.5,16,0.113393847710624,1,0.3,3.33333333333333
"362","8.5","0",0,"n",0,0.259998912371753,1.2,32,13,0.149621936975896,1,0.3,3.33333333333333
"363","10","0",0,"n",0,0.266689209366692,1.2,35.1,13,0.179932270911666,1,0.3,3.33333333333333
"364","11.4","0",0,"n",0,0.271971129389888,1.2,38.5,13,0.207348732187975,1,0.3,3.33333333333333
"365","12.8","0",0,"n",0,0.25098663865065,1.5,41.5,14,0.228559777401489,1,0.3,3.33333333333333
"366","14.3","0",0,"n",0,0.232142923552734,1.8,43.8,15,0.242496066516059,1,0.3,3.33333333333333
"367","15.7","0",0,"n",0,0.258729739781484,1.5,42.7,14,0.242520085209171,1,0.3,3.33333333333333
"368","17.1","0",0,"n",0,0.287601770015272,1.2,41.6,13,0.242520085209171,1,0.3,3.33333333333333
"369","18.6","0",0,"n",0,0.29069763752589,1.2,40.1,13,0.242520085209171,1,0.3,3.33333333333333
"370","20","0",0,"n",0,0.107353951432818,6.7,33.1,24,0.242520085209171,1,0.3,3.33333333333333
"371","7.1","1",0,"n",0,0.185604274987618,1.8,27.5,16,0.113393847710624,1,0.3,3.33333333333333
"372","8.5","1",0,"n",0,0.259998912371753,1.2,32,13,0.149621936975896,1,0.3,3.33333333333333
"373","10","1",0,"n",0,0.266689209366692,1.2,35.1,13,0.179932270911666,1,0.3,3.33333333333333
"374","11.4","1",0,"n",0,0.271971129389888,1.2,38.5,13,0.207348732187975,1,0.3,3.33333333333333
"375","12.8","1",0,"n",0,0.25098663865065,1.5,41.5,14,0.228559777401489,1,0.3,3.33333333333333
"376","14.3","1",0,"n",0,0.232142923552734,1.8,43.8,15,0.242496066516059,1,0.3,3.33333333333333
"377","15.7","1",0,"n",0,0.258729739781484,1.5,42.7,14,0.242520085209171,1,0.3,3.33333333333333
"378","17.1","1",0,"n",0,0.287601770015272,1.2,41.6,13,0.242520085209171,1,0.3,3.33333333333333
"379","18.6","1",0,"n",0,0.29069763752589,1.2,40.1,13,0.242520085209171,1,0.3,3.33333333333333
"380","20","1",0,"n",0,0.107353951432818,6.7,33.1,24,0.242520085209171,1,0.3,3.33333333333333
"381","7.1","2",1,"n",0.5,0.185604274987618,1.8,27.5,16,0.113393847710624,1,0.3,3.33333333333333
"382","8.5","2",1,"n",0.615384615384615,0.259998912371753,1.2,32,13,0.149621936975896,1,0.3,3.33333333333333
"383","10","2",1,"n",0.615384615384615,0.266689209366692,1.2,35.1,13,0.179932270911666,1,0.3,3.33333333333333
"384","11.4","2",1,"n",0.615384615384615,0.271971129389888,1.2,38.5,13,0.207348732187975,1,0.3,3.33333333333333
"385","12.8","2",1,"n",0.571428571428571,0.25098663865065,1.5,41.5,14,0.228559777401489,1,0.3,3.33333333333333
"386","14.3","2",1,"n",0.533333333333333,0.232142923552734,1.8,43.8,15,0.242496066516059,1,0.3,3.33333333333333
"387","15.7","2",1,"n",0.571428571428571,0.258729739781484,1.5,42.7,14,0.242520085209171,1,0.3,3.33333333333333
"388","17.1","2",1,"n",0.615384615384615,0.287601770015272,1.2,41.6,13,0.242520085209171,1,0.3,3.33333333333333
"389","18.6","2",1,"n",0.615384615384615,0.29069763752589,1.2,40.1,13,0.242520085209171,1,0.3,3.33333333333333
"390","20","2",1,"n",0.333333333333333,0.107353951432818,6.7,33.1,24,0.242520085209171,1,0.3,3.33333333333333
"391","7.1","0",0.375,"a",0.1875,0.185604274987618,1.8,27.5,16,0.113393847710624,1,0.3,3.33333333333333
"392","8.5","0",0,"a",0,0.259998912371753,1.2,32,13,0.149621936975896,1,0.3,3.33333333333333
"393","10","0",0,"a",0,0.266689209366692,1.2,35.1,13,0.179932270911666,1,0.3,3.33333333333333
"394","11.4","0",0,"a",0,0.271971129389888,1.2,38.5,13,0.207348732187975,1,0.3,3.33333333333333
"395","12.8","0",0.166666666666667,"a",0.0714285714285714,0.25098663865065,1.5,41.5,14,0.228559777401489,1,0.3,3.33333333333333
"396","14.3","0",0.285714285714286,"a",0.133333333333333,0.232142923552734,1.8,43.8,15,0.242496066516059,1,0.3,3.33333333333333
"397","15.7","0",0.166666666666667,"a",0.0714285714285714,0.258729739781484,1.5,42.7,14,0.242520085209171,1,0.3,3.33333333333333
"398","17.1","0",0,"a",0,0.287601770015272,1.2,41.6,13,0.242520085209171,1,0.3,3.33333333333333
"399","18.6","0",0,"a",0,0.29069763752589,1.2,40.1,13,0.242520085209171,1,0.3,3.33333333333333
"400","20","0",0.6875,"a",0.458333333333333,0.107353951432818,6.7,33.1,24,0.242520085209171,1,0.3,3.33333333333333
"401","7.1","1",0,"a",0,0.185604274987618,1.8,27.5,16,0.113393847710624,1,0.3,3.33333333333333
"402","8.5","1",0,"a",0,0.259998912371753,1.2,32,13,0.149621936975896,1,0.3,3.33333333333333
"403","10","1",0,"a",0,0.266689209366692,1.2,35.1,13,0.179932270911666,1,0.3,3.33333333333333
"404","11.4","1",0,"a",0,0.271971129389888,1.2,38.5,13,0.207348732187975,1,0.3,3.33333333333333
"405","12.8","1",0,"a",0,0.25098663865065,1.5,41.5,14,0.228559777401489,1,0.3,3.33333333333333
"406","14.3","1",0,"a",0,0.232142923552734,1.8,43.8,15,0.242496066516059,1,0.3,3.33333333333333
"407","15.7","1",0,"a",0,0.258729739781484,1.5,42.7,14,0.242520085209171,1,0.3,3.33333333333333
"408","17.1","1",0,"a",0,0.287601770015272,1.2,41.6,13,0.242520085209171,1,0.3,3.33333333333333
"409","18.6","1",0,"a",0,0.29069763752589,1.2,40.1,13,0.242520085209171,1,0.3,3.33333333333333
"410","20","1",0,"a",0,0.107353951432818,6.7,33.1,24,0.242520085209171,1,0.3,3.33333333333333
"411","7.1","2",0.625,"a",0.3125,0.185604274987618,1.8,27.5,16,0.113393847710624,1,0.3,3.33333333333333
"412","8.5","2",1,"a",0.384615384615385,0.259998912371753,1.2,32,13,0.149621936975896,1,0.3,3.33333333333333
"413","10","2",1,"a",0.384615384615385,0.266689209366692,1.2,35.1,13,0.179932270911666,1,0.3,3.33333333333333
"414","11.4","2",1,"a",0.384615384615385,0.271971129389888,1.2,38.5,13,0.207348732187975,1,0.3,3.33333333333333
"415","12.8","2",0.833333333333333,"a",0.357142857142857,0.25098663865065,1.5,41.5,14,0.228559777401489,1,0.3,3.33333333333333
