"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","qa","qn","qn_qa"
"216","14.3","0",0,"a",0,0.0342446598365634,5.2,10.4,35,0.0104663419582044,0.8,1,1.25
"217","15.7","0",0,"a",0,0.0656644593717872,4.2,13.6,28,0.0105693470598451,0.8,1,1.25
"218","17.1","0",0,"a",0,0.0659965673792545,4.3,13.8,28,0.0106732912198838,0.8,1,1.25
"219","18.6","0",0,"a",0,0.0507163914112669,4.7,12.5,31,0.0107781828864733,0.8,1,1.25
"220","20","0",0,"a",0,0.0666470012062819,4.2,13.8,28,0.0108840305426691,0.8,1,1.25
"221","7.1","1",0,"a",0,0.0876544933811112,3.2,14.1,25,0.00986958497301749,0.8,1,1.25
"222","8.5","1",0.2,"a",0.04,0.0870391389081885,3.2,14.3,25,0.00996711226403505,0.8,1,1.25
"223","10","1",0,"a",0,0.0805429061914457,3.4,14,26,0.0100655292875077,0.8,1,1.25
"224","11.4","1",0,"a",0,0.0809490538749275,3.4,14.1,26,0.0102631153053862,0.8,1,1.25
"225","12.8","1",0.25,"a",0.0285714285714286,0.034021890894395,5.2,10.3,35,0.0103642675006198,0.8,1,1.25
"226","14.3","1",0.25,"a",0.0285714285714286,0.0342446598365634,5.2,10.4,35,0.0104663419582044,0.8,1,1.25
"227","15.7","1",0.333333333333333,"a",0.0357142857142857,0.0656644593717872,4.2,13.6,28,0.0105693470598451,0.8,1,1.25
"228","17.1","1",0,"a",0,0.0659965673792545,4.3,13.8,28,0.0106732912198838,0.8,1,1.25
"229","18.6","1",0,"a",0,0.0507163914112669,4.7,12.5,31,0.0107781828864733,0.8,1,1.25
"230","20","1",0.333333333333333,"a",0.0357142857142857,0.0666470012062819,4.2,13.8,28,0.0108840305426691,0.8,1,1.25
"231","7.1","2",1,"a",0.2,0.0876544933811112,3.2,14.1,25,0.00986958497301749,0.8,1,1.25
"232","8.5","2",0.8,"a",0.16,0.0870391389081885,3.2,14.3,25,0.00996711226403505,0.8,1,1.25
"233","10","2",1,"a",0.192307692307692,0.0805429061914457,3.4,14,26,0.0100655292875077,0.8,1,1.25
"234","11.4","2",1,"a",0.192307692307692,0.0809490538749275,3.4,14.1,26,0.0102631153053862,0.8,1,1.25
"235","12.8","2",0.75,"a",0.0857142857142857,0.034021890894395,5.2,10.3,35,0.0103642675006198,0.8,1,1.25
"236","14.3","2",0.75,"a",0.0857142857142857,0.0342446598365634,5.2,10.4,35,0.0104663419582044,0.8,1,1.25
"237","15.7","2",0.666666666666667,"a",0.0714285714285714,0.0656644593717872,4.2,13.6,28,0.0105693470598451,0.8,1,1.25
"238","17.1","2",1,"a",0.107142857142857,0.0659965673792545,4.3,13.8,28,0.0106732912198838,0.8,1,1.25
"239","18.6","2",1,"a",0.129032258064516,0.0507163914112669,4.7,12.5,31,0.0107781828864733,0.8,1,1.25
"240","20","2",0.666666666666667,"a",0.0714285714285714,0.0666470012062819,4.2,13.8,28,0.0108840305426691,0.8,1,1.25
"241","7.1","0",0.6,"n",0.48,0.0876544933811112,3.6,14.1,25,0.00986958497301749,0.9,1,1.11111111111111
"242","8.5","0",0.6,"n",0.48,0.0880958824485456,3.6,14.3,25,0.00996711226403505,0.9,1,1.11111111111111
"243","10","0",0.6,"n",0.48,0.0885311075984768,3.6,14.3,25,0.0100655292875077,0.9,1,1.11111111111111
"244","11.4","0",0.6,"n",0.48,0.0889603268756604,3.6,14.4,25,0.0102631153053862,0.9,1,1.11111111111111
"245","12.8","0",0.6,"n",0.48,0.089383692418775,3.6,14.6,25,0.0103642675006198,0.9,1,1.11111111111111
"246","14.3","0",0.6,"n",0.48,0.0898013507496545,3.6,14.8,25,0.0104663419582044,0.9,1,1.11111111111111
"247","15.7","0",0.454545454545455,"n",0.4,0.0870078451919822,3.9,14.8,25,0.0105693470598451,0.9,1,1.11111111111111
"248","17.1","0",0.578947368421053,"n",0.458333333333333,0.0983219535568187,3.5,15.3,24,0.0106732912198838,0.9,1,1.11111111111111
"249","18.6","0",0.578947368421053,"n",0.458333333333333,0.0987399859185669,3.5,15.3,24,0.0107781828864733,0.9,1,1.11111111111111
"250","20","0",0.578947368421053,"n",0.458333333333333,0.0991525591308881,3.5,15.3,24,0.0108840305426691,0.9,1,1.11111111111111
"251","7.1","1",0,"n",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,0.9,1,1.11111111111111
"252","8.5","1",0,"n",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,0.9,1,1.11111111111111
"253","10","1",0,"n",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,0.9,1,1.11111111111111
"254","11.4","1",0,"n",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,0.9,1,1.11111111111111
"255","12.8","1",0,"n",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,0.9,1,1.11111111111111
"256","14.3","1",0,"n",0,0.0898013507496545,3.6,14.8,25,0.0104663419582044,0.9,1,1.11111111111111
"257","15.7","1",0.227272727272727,"n",0.2,0.0870078451919822,3.9,14.8,25,0.0105693470598451,0.9,1,1.11111111111111
"258","17.1","1",0.0526315789473684,"n",0.0416666666666667,0.0983219535568187,3.5,15.3,24,0.0106732912198838,0.9,1,1.11111111111111
"259","18.6","1",0.0526315789473684,"n",0.0416666666666667,0.0987399859185669,3.5,15.3,24,0.0107781828864733,0.9,1,1.11111111111111
"260","20","1",0.0526315789473684,"n",0.0416666666666667,0.0991525591308881,3.5,15.3,24,0.0108840305426691,0.9,1,1.11111111111111
"261","7.1","2",0.4,"n",0.32,0.0876544933811112,3.6,14.1,25,0.00986958497301749,0.9,1,1.11111111111111
"262","8.5","2",0.4,"n",0.32,0.0880958824485456,3.6,14.3,25,0.00996711226403505,0.9,1,1.11111111111111
"263","10","2",0.4,"n",0.32,0.0885311075984768,3.6,14.3,25,0.0100655292875077,0.9,1,1.11111111111111
"264","11.4","2",0.4,"n",0.32,0.0889603268756604,3.6,14.4,25,0.0102631153053862,0.9,1,1.11111111111111
"265","12.8","2",0.4,"n",0.32,0.089383692418775,3.6,14.6,25,0.0103642675006198,0.9,1,1.11111111111111
"266","14.3","2",0.4,"n",0.32,0.0898013507496545,3.6,14.8,25,0.0104663419582044,0.9,1,1.11111111111111
"267","15.7","2",0.318181818181818,"n",0.28,0.0870078451919822,3.9,14.8,25,0.0105693470598451,0.9,1,1.11111111111111
"268","17.1","2",0.368421052631579,"n",0.291666666666667,0.0983219535568187,3.5,15.3,24,0.0106732912198838,0.9,1,1.11111111111111
"269","18.6","2",0.368421052631579,"n",0.291666666666667,0.0987399859185669,3.5,15.3,24,0.0107781828864733,0.9,1,1.11111111111111
"270","20","2",0.368421052631579,"n",0.291666666666667,0.0991525591308881,3.5,15.3,24,0.0108840305426691,0.9,1,1.11111111111111
"271","7.1","0",0,"a",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,0.9,1,1.11111111111111
"272","8.5","0",0,"a",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,0.9,1,1.11111111111111
"273","10","0",0,"a",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,0.9,1,1.11111111111111
"274","11.4","0",0,"a",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,0.9,1,1.11111111111111
"275","12.8","0",0,"a",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,0.9,1,1.11111111111111
"276","14.3","0",0,"a",0,0.0898013507496545,3.6,14.8,25,0.0104663419582044,0.9,1,1.11111111111111
"277","15.7","0",0,"a",0,0.0870078451919822,3.9,14.8,25,0.0105693470598451,0.9,1,1.11111111111111
"278","17.1","0",0,"a",0,0.0983219535568187,3.5,15.3,24,0.0106732912198838,0.9,1,1.11111111111111
"279","18.6","0",0,"a",0,0.0987399859185669,3.5,15.3,24,0.0107781828864733,0.9,1,1.11111111111111
"280","20","0",0,"a",0,0.0991525591308881,3.5,15.3,24,0.0108840305426691,0.9,1,1.11111111111111
"281","7.1","1",0,"a",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,0.9,1,1.11111111111111
"282","8.5","1",0,"a",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,0.9,1,1.11111111111111
"283","10","1",0,"a",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,0.9,1,1.11111111111111
"284","11.4","1",0,"a",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,0.9,1,1.11111111111111
"285","12.8","1",0,"a",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,0.9,1,1.11111111111111
"286","14.3","1",0,"a",0,0.0898013507496545,3.6,14.8,25,0.0104663419582044,0.9,1,1.11111111111111
"287","15.7","1",0,"a",0,0.0870078451919822,3.9,14.8,25,0.0105693470598451,0.9,1,1.11111111111111
"288","17.1","1",0,"a",0,0.0983219535568187,3.5,15.3,24,0.0106732912198838,0.9,1,1.11111111111111
"289","18.6","1",0,"a",0,0.0987399859185669,3.5,15.3,24,0.0107781828864733,0.9,1,1.11111111111111
"290","20","1",0,"a",0,0.0991525591308881,3.5,15.3,24,0.0108840305426691,0.9,1,1.11111111111111
"291","7.1","2",1,"a",0.2,0.0876544933811112,3.6,14.1,25,0.00986958497301749,0.9,1,1.11111111111111
"292","8.5","2",1,"a",0.2,0.0880958824485456,3.6,14.3,25,0.00996711226403505,0.9,1,1.11111111111111
"293","10","2",1,"a",0.2,0.0885311075984768,3.6,14.3,25,0.0100655292875077,0.9,1,1.11111111111111
"294","11.4","2",1,"a",0.2,0.0889603268756604,3.6,14.4,25,0.0102631153053862,0.9,1,1.11111111111111
"295","12.8","2",1,"a",0.2,0.089383692418775,3.6,14.6,25,0.0103642675006198,0.9,1,1.11111111111111
"296","14.3","2",1,"a",0.2,0.0898013507496545,3.6,14.8,25,0.0104663419582044,0.9,1,1.11111111111111
"297","15.7","2",1,"a",0.12,0.0870078451919822,3.9,14.8,25,0.0105693470598451,0.9,1,1.11111111111111
"298","17.1","2",1,"a",0.208333333333333,0.0983219535568187,3.5,15.3,24,0.0106732912198838,0.9,1,1.11111111111111
"299","18.6","2",1,"a",0.208333333333333,0.0987399859185669,3.5,15.3,24,0.0107781828864733,0.9,1,1.11111111111111
"300","20","2",1,"a",0.208333333333333,0.0991525591308881,3.5,15.3,24,0.0108840305426691,0.9,1,1.11111111111111
"301","7.1","0",0.6,"n",0.48,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,1,1
"302","8.5","0",0.6,"n",0.48,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,1,1
"303","10","0",0.6,"n",0.48,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,1,1
"304","11.4","0",0.6,"n",0.48,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,1,1
"305","12.8","0",0.6,"n",0.48,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,1,1
"306","14.3","0",0.578947368421053,"n",0.458333333333333,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,1,1
"307","15.7","0",0.454545454545455,"n",0.4,0.0870078451919822,3.9,14.8,25,0.0105693470598451,1,1,1
"308","17.1","0",0.578947368421053,"n",0.458333333333333,0.0983219535568187,3.5,15.3,24,0.0106732912198838,1,1,1
"309","18.6","0",0.578947368421053,"n",0.458333333333333,0.0987399859185669,3.5,15.3,24,0.0107781828864733,1,1,1
"310","20","0",0.578947368421053,"n",0.458333333333333,0.0991525591308881,3.5,15.3,24,0.0108840305426691,1,1,1
"311","7.1","1",0,"n",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,1,1
"312","8.5","1",0,"n",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,1,1
"313","10","1",0,"n",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,1,1
"314","11.4","1",0,"n",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,1,1
"315","12.8","1",0,"n",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,1,1
"316","14.3","1",0,"n",0,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,1,1
"317","15.7","1",0.227272727272727,"n",0.2,0.0870078451919822,3.9,14.8,25,0.0105693470598451,1,1,1
"318","17.1","1",0.0526315789473684,"n",0.0416666666666667,0.0983219535568187,3.5,15.3,24,0.0106732912198838,1,1,1
"319","18.6","1",0.0526315789473684,"n",0.0416666666666667,0.0987399859185669,3.5,15.3,24,0.0107781828864733,1,1,1
"320","20","1",0.0526315789473684,"n",0.0416666666666667,0.0991525591308881,3.5,15.3,24,0.0108840305426691,1,1,1
"321","7.1","2",0.4,"n",0.32,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,1,1
"322","8.5","2",0.4,"n",0.32,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,1,1
"323","10","2",0.4,"n",0.32,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,1,1
"324","11.4","2",0.4,"n",0.32,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,1,1
"325","12.8","2",0.4,"n",0.32,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,1,1
"326","14.3","2",0.421052631578947,"n",0.333333333333333,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,1,1
"327","15.7","2",0.318181818181818,"n",0.28,0.0870078451919822,3.9,14.8,25,0.0105693470598451,1,1,1
"328","17.1","2",0.368421052631579,"n",0.291666666666667,0.0983219535568187,3.5,15.3,24,0.0106732912198838,1,1,1
"329","18.6","2",0.368421052631579,"n",0.291666666666667,0.0987399859185669,3.5,15.3,24,0.0107781828864733,1,1,1
"330","20","2",0.368421052631579,"n",0.291666666666667,0.0991525591308881,3.5,15.3,24,0.0108840305426691,1,1,1
"331","7.1","0",0,"a",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,1,1
"332","8.5","0",0,"a",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,1,1
"333","10","0",0,"a",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,1,1
"334","11.4","0",0,"a",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,1,1
"335","12.8","0",0,"a",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,1,1
"336","14.3","0",0,"a",0,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,1,1
"337","15.7","0",0,"a",0,0.0870078451919822,3.9,14.8,25,0.0105693470598451,1,1,1
"338","17.1","0",0,"a",0,0.0983219535568187,3.5,15.3,24,0.0106732912198838,1,1,1
"339","18.6","0",0,"a",0,0.0987399859185669,3.5,15.3,24,0.0107781828864733,1,1,1
"340","20","0",0,"a",0,0.0991525591308881,3.5,15.3,24,0.0108840305426691,1,1,1
"341","7.1","1",0,"a",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,1,1
"342","8.5","1",0,"a",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,1,1
"343","10","1",0,"a",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,1,1
"344","11.4","1",0,"a",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,1,1
"345","12.8","1",0,"a",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,1,1
"346","14.3","1",0,"a",0,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,1,1
"347","15.7","1",0,"a",0,0.0870078451919822,3.9,14.8,25,0.0105693470598451,1,1,1
"348","17.1","1",0,"a",0,0.0983219535568187,3.5,15.3,24,0.0106732912198838,1,1,1
"349","18.6","1",0,"a",0,0.0987399859185669,3.5,15.3,24,0.0107781828864733,1,1,1
"350","20","1",0,"a",0,0.0991525591308881,3.5,15.3,24,0.0108840305426691,1,1,1
"351","7.1","2",1,"a",0.2,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,1,1
"352","8.5","2",1,"a",0.2,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,1,1
"353","10","2",1,"a",0.2,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,1,1
"354","11.4","2",1,"a",0.2,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,1,1
"355","12.8","2",1,"a",0.2,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,1,1
"356","14.3","2",1,"a",0.208333333333333,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,1,1
"357","15.7","2",1,"a",0.12,0.0870078451919822,3.9,14.8,25,0.0105693470598451,1,1,1
"358","17.1","2",1,"a",0.208333333333333,0.0983219535568187,3.5,15.3,24,0.0106732912198838,1,1,1
"359","18.6","2",1,"a",0.208333333333333,0.0987399859185669,3.5,15.3,24,0.0107781828864733,1,1,1
"360","20","2",1,"a",0.208333333333333,0.0991525591308881,3.5,15.3,24,0.0108840305426691,1,1,1
"361","7.1","0",0.444444444444444,"n",0.19047619047619,0.116368825036374,1.9,15.3,21,0.00986958497301749,1,0.5,0.5
"362","8.5","0",0.444444444444444,"n",0.19047619047619,0.116860976361726,1.9,15.5,21,0.00996711226403505,1,0.5,0.5
"363","10","0",0.5,"n",0.25,0.132132262658947,1.6,15.7,20,0.0100655292875077,1,0.5,0.5
"364","11.4","0",0.5,"n",0.238095238095238,0.119252433522394,1.8,15.6,21,0.0102631153053862,1,0.5,0.5
"365","12.8","0",0.5,"n",0.3,0.136401163207502,1.4,16.1,20,0.0103642675006198,1,0.5,0.5
"366","14.3","0",0.538461538461538,"n",0.35,0.138572050499249,1.3,16.3,20,0.0104663419582044,1,0.5,0.5
"367","15.7","0",0.466666666666667,"n",0.35,0.142474983830089,1.1,16.3,20,0.0105693470598451,1,0.5,0.5
"368","17.1","0",0.428571428571429,"n",0.315789473684211,0.157023574093237,1,16.7,19,0.0106732912198838,1,0.5,0.5
"369","18.6","0",0.533333333333333,"n",0.380952380952381,0.129125675199706,1.4,16.2,21,0.0107781828864733,1,0.5,0.5
"370","20","0",0.5,"n",0.380952380952381,0.131170045673464,1.2,16.2,21,0.0108840305426691,1,0.5,0.5
"371","7.1","1",0.111111111111111,"n",0.0476190476190476,0.116368825036374,1.9,15.3,21,0.00986958497301749,1,0.5,0.5
"372","8.5","1",0.111111111111111,"n",0.0476190476190476,0.116860976361726,1.9,15.5,21,0.00996711226403505,1,0.5,0.5
"373","10","1",0,"n",0,0.132132262658947,1.6,15.7,20,0.0100655292875077,1,0.5,0.5
"374","11.4","1",0,"n",0,0.119252433522394,1.8,15.6,21,0.0102631153053862,1,0.5,0.5
"375","12.8","1",0.0833333333333333,"n",0.05,0.136401163207502,1.4,16.1,20,0.0103642675006198,1,0.5,0.5
"376","14.3","1",0.0769230769230769,"n",0.05,0.138572050499249,1.3,16.3,20,0.0104663419582044,1,0.5,0.5
"377","15.7","1",0,"n",0,0.142474983830089,1.1,16.3,20,0.0105693470598451,1,0.5,0.5
"378","17.1","1",0,"n",0,0.157023574093237,1,16.7,19,0.0106732912198838,1,0.5,0.5
"379","18.6","1",0,"n",0,0.129125675199706,1.4,16.2,21,0.0107781828864733,1,0.5,0.5
"380","20","1",0,"n",0,0.131170045673464,1.2,16.2,21,0.0108840305426691,1,0.5,0.5
"381","7.1","2",0.444444444444444,"n",0.19047619047619,0.116368825036374,1.9,15.3,21,0.00986958497301749,1,0.5,0.5
"382","8.5","2",0.444444444444444,"n",0.19047619047619,0.116860976361726,1.9,15.5,21,0.00996711226403505,1,0.5,0.5
"383","10","2",0.5,"n",0.25,0.132132262658947,1.6,15.7,20,0.0100655292875077,1,0.5,0.5
"384","11.4","2",0.5,"n",0.238095238095238,0.119252433522394,1.8,15.6,21,0.0102631153053862,1,0.5,0.5
"385","12.8","2",0.416666666666667,"n",0.25,0.136401163207502,1.4,16.1,20,0.0103642675006198,1,0.5,0.5
"386","14.3","2",0.384615384615385,"n",0.25,0.138572050499249,1.3,16.3,20,0.0104663419582044,1,0.5,0.5
"387","15.7","2",0.533333333333333,"n",0.4,0.142474983830089,1.1,16.3,20,0.0105693470598451,1,0.5,0.5
"388","17.1","2",0.571428571428571,"n",0.421052631578947,0.157023574093237,1,16.7,19,0.0106732912198838,1,0.5,0.5
"389","18.6","2",0.466666666666667,"n",0.333333333333333,0.129125675199706,1.4,16.2,21,0.0107781828864733,1,0.5,0.5
"390","20","2",0.5,"n",0.380952380952381,0.131170045673464,1.2,16.2,21,0.0108840305426691,1,0.5,0.5
"391","7.1","0",0.333333333333333,"a",0.19047619047619,0.116368825036374,1.9,15.3,21,0.00986958497301749,1,0.5,0.5
"392","8.5","0",0.333333333333333,"a",0.19047619047619,0.116860976361726,1.9,15.5,21,0.00996711226403505,1,0.5,0.5
"393","10","0",0.2,"a",0.1,0.132132262658947,1.6,15.7,20,0.0100655292875077,1,0.5,0.5
"394","11.4","0",0.272727272727273,"a",0.142857142857143,0.119252433522394,1.8,15.6,21,0.0102631153053862,1,0.5,0.5
"395","12.8","0",0.125,"a",0.05,0.136401163207502,1.4,16.1,20,0.0103642675006198,1,0.5,0.5
"396","14.3","0",0,"a",0,0.138572050499249,1.3,16.3,20,0.0104663419582044,1,0.5,0.5
"397","15.7","0",0,"a",0,0.142474983830089,1.1,16.3,20,0.0105693470598451,1,0.5,0.5
"398","17.1","0",0,"a",0,0.157023574093237,1,16.7,19,0.0106732912198838,1,0.5,0.5
"399","18.6","0",0,"a",0,0.129125675199706,1.4,16.2,21,0.0107781828864733,1,0.5,0.5
"400","20","0",0,"a",0,0.131170045673464,1.2,16.2,21,0.0108840305426691,1,0.5,0.5
"401","7.1","1",0,"a",0,0.116368825036374,1.9,15.3,21,0.00986958497301749,1,0.5,0.5
"402","8.5","1",0,"a",0,0.116860976361726,1.9,15.5,21,0.00996711226403505,1,0.5,0.5
"403","10","1",0.1,"a",0.05,0.132132262658947,1.6,15.7,20,0.0100655292875077,1,0.5,0.5
"404","11.4","1",0.0909090909090909,"a",0.0476190476190476,0.119252433522394,1.8,15.6,21,0.0102631153053862,1,0.5,0.5
"405","12.8","1",0,"a",0,0.136401163207502,1.4,16.1,20,0.0103642675006198,1,0.5,0.5
"406","14.3","1",0,"a",0,0.138572050499249,1.3,16.3,20,0.0104663419582044,1,0.5,0.5
"407","15.7","1",0.2,"a",0.05,0.142474983830089,1.1,16.3,20,0.0105693470598451,1,0.5,0.5
"408","17.1","1",0.2,"a",0.0526315789473684,0.157023574093237,1,16.7,19,0.0106732912198838,1,0.5,0.5
"409","18.6","1",0.166666666666667,"a",0.0476190476190476,0.129125675199706,1.4,16.2,21,0.0107781828864733,1,0.5,0.5
"410","20","1",0.2,"a",0.0476190476190476,0.131170045673464,1.2,16.2,21,0.0108840305426691,1,0.5,0.5
"411","7.1","2",0.666666666666667,"a",0.380952380952381,0.116368825036374,1.9,15.3,21,0.00986958497301749,1,0.5,0.5
"412","8.5","2",0.666666666666667,"a",0.380952380952381,0.116860976361726,1.9,15.5,21,0.00996711226403505,1,0.5,0.5
"413","10","2",0.7,"a",0.35,0.132132262658947,1.6,15.7,20,0.0100655292875077,1,0.5,0.5
"414","11.4","2",0.636363636363636,"a",0.333333333333333,0.119252433522394,1.8,15.6,21,0.0102631153053862,1,0.5,0.5
"415","12.8","2",0.875,"a",0.35,0.136401163207502,1.4,16.1,20,0.0103642675006198,1,0.5,0.5
"416","14.3","2",1,"a",0.35,0.138572050499249,1.3,16.3,20,0.0104663419582044,1,0.5,0.5
"417","15.7","2",0.8,"a",0.2,0.142474983830089,1.1,16.3,20,0.0105693470598451,1,0.5,0.5
"418","17.1","2",0.8,"a",0.210526315789474,0.157023574093237,1,16.7,19,0.0106732912198838,1,0.5,0.5
"419","18.6","2",0.833333333333333,"a",0.238095238095238,0.129125675199706,1.4,16.2,21,0.0107781828864733,1,0.5,0.5
"420","20","2",0.8,"a",0.19047619047619,0.131170045673464,1.2,16.2,21,0.0108840305426691,1,0.5,0.5
"421","7.1","0",0.444444444444444,"n",0.19047619047619,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.6,0.6
"422","8.5","0",0.5,"n",0.238095238095238,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.6,0.6
"423","10","0",0.545454545454545,"n",0.3,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.6,0.6
"424","11.4","0",0.5,"n",0.3,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.6,0.6
"425","12.8","0",0.5,"n",0.3,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.6,0.6
"426","14.3","0",0.5,"n",0.35,0.140253370369263,1.3,16.3,20,0.0104663419582044,1,0.6,0.6
"427","15.7","0",0.466666666666667,"n",0.35,0.142476020572097,1.2,16.3,20,0.0105693470598451,1,0.6,0.6
"428","17.1","0",0.428571428571429,"n",0.3,0.141275530469039,1.3,16.5,20,0.0106732912198838,1,0.6,0.6
"429","18.6","0",0.533333333333333,"n",0.380952380952381,0.129126614769805,1.4,16.2,21,0.0107781828864733,1,0.6,0.6
"430","20","0",0.466666666666667,"n",0.35,0.143995569718019,1.2,16.5,20,0.0108840305426691,1,0.6,0.6
"431","7.1","1",0.111111111111111,"n",0.0476190476190476,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.6,0.6
"432","8.5","1",0.1,"n",0.0476190476190476,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.6,0.6
"433","10","1",0.0909090909090909,"n",0.05,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.6,0.6
"434","11.4","1",0.0833333333333333,"n",0.05,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.6,0.6
"435","12.8","1",0.0833333333333333,"n",0.05,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.6,0.6
