"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","qa","qn","qn_qa"
"436","14.3","1",0.0714285714285714,"n",0.05,0.140253370369263,1.3,16.3,20,0.0104663419582044,1,0.6,0.6
"437","15.7","1",0.0666666666666667,"n",0.05,0.142476020572097,1.2,16.3,20,0.0105693470598451,1,0.6,0.6
"438","17.1","1",0.0714285714285714,"n",0.05,0.141275530469039,1.3,16.5,20,0.0106732912198838,1,0.6,0.6
"439","18.6","1",0.0666666666666667,"n",0.0476190476190476,0.129126614769805,1.4,16.2,21,0.0107781828864733,1,0.6,0.6
"440","20","1",0.0666666666666667,"n",0.05,0.143995569718019,1.2,16.5,20,0.0108840305426691,1,0.6,0.6
"441","7.1","2",0.444444444444444,"n",0.19047619047619,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.6,0.6
"442","8.5","2",0.4,"n",0.19047619047619,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.6,0.6
"443","10","2",0.363636363636364,"n",0.2,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.6,0.6
"444","11.4","2",0.416666666666667,"n",0.25,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.6,0.6
"445","12.8","2",0.416666666666667,"n",0.25,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.6,0.6
"446","14.3","2",0.428571428571429,"n",0.3,0.140253370369263,1.3,16.3,20,0.0104663419582044,1,0.6,0.6
"447","15.7","2",0.466666666666667,"n",0.35,0.142476020572097,1.2,16.3,20,0.0105693470598451,1,0.6,0.6
"448","17.1","2",0.5,"n",0.35,0.141275530469039,1.3,16.5,20,0.0106732912198838,1,0.6,0.6
"449","18.6","2",0.4,"n",0.285714285714286,0.129126614769805,1.4,16.2,21,0.0107781828864733,1,0.6,0.6
"450","20","2",0.466666666666667,"n",0.35,0.143995569718019,1.2,16.5,20,0.0108840305426691,1,0.6,0.6
"451","7.1","0",0.333333333333333,"a",0.19047619047619,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.6,0.6
"452","8.5","0",0.272727272727273,"a",0.142857142857143,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.6,0.6
"453","10","0",0.111111111111111,"a",0.05,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.6,0.6
"454","11.4","0",0.125,"a",0.05,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.6,0.6
"455","12.8","0",0.125,"a",0.05,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.6,0.6
"456","14.3","0",0,"a",0,0.140253370369263,1.3,16.3,20,0.0104663419582044,1,0.6,0.6
"457","15.7","0",0,"a",0,0.142476020572097,1.2,16.3,20,0.0105693470598451,1,0.6,0.6
"458","17.1","0",0.166666666666667,"a",0.05,0.141275530469039,1.3,16.5,20,0.0106732912198838,1,0.6,0.6
"459","18.6","0",0,"a",0,0.129126614769805,1.4,16.2,21,0.0107781828864733,1,0.6,0.6
"460","20","0",0,"a",0,0.143995569718019,1.2,16.5,20,0.0108840305426691,1,0.6,0.6
"461","7.1","1",0,"a",0,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.6,0.6
"462","8.5","1",0,"a",0,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.6,0.6
"463","10","1",0,"a",0,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.6,0.6
"464","11.4","1",0,"a",0,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.6,0.6
"465","12.8","1",0,"a",0,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.6,0.6
"466","14.3","1",0,"a",0,0.140253370369263,1.3,16.3,20,0.0104663419582044,1,0.6,0.6
"467","15.7","1",0,"a",0,0.142476020572097,1.2,16.3,20,0.0105693470598451,1,0.6,0.6
"468","17.1","1",0,"a",0,0.141275530469039,1.3,16.5,20,0.0106732912198838,1,0.6,0.6
"469","18.6","1",0,"a",0,0.129126614769805,1.4,16.2,21,0.0107781828864733,1,0.6,0.6
"470","20","1",0,"a",0,0.143995569718019,1.2,16.5,20,0.0108840305426691,1,0.6,0.6
"471","7.1","2",0.666666666666667,"a",0.380952380952381,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.6,0.6
"472","8.5","2",0.727272727272727,"a",0.380952380952381,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.6,0.6
"473","10","2",0.888888888888889,"a",0.4,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.6,0.6
"474","11.4","2",0.875,"a",0.35,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.6,0.6
"475","12.8","2",0.875,"a",0.35,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.6,0.6
"476","14.3","2",1,"a",0.3,0.140253370369263,1.3,16.3,20,0.0104663419582044,1,0.6,0.6
"477","15.7","2",1,"a",0.25,0.142476020572097,1.2,16.3,20,0.0105693470598451,1,0.6,0.6
"478","17.1","2",0.833333333333333,"a",0.25,0.141275530469039,1.3,16.5,20,0.0106732912198838,1,0.6,0.6
"479","18.6","2",1,"a",0.285714285714286,0.129126614769805,1.4,16.2,21,0.0107781828864733,1,0.6,0.6
"480","20","2",1,"a",0.25,0.143995569718019,1.2,16.5,20,0.0108840305426691,1,0.6,0.6
"481","7.1","0",0.444444444444444,"n",0.19047619047619,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.7,0.7
"482","8.5","0",0.5,"n",0.238095238095238,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.7,0.7
"483","10","0",0.545454545454545,"n",0.3,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.7,0.7
"484","11.4","0",0.5,"n",0.3,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.7,0.7
"485","12.8","0",0.5,"n",0.3,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.7,0.7
"486","14.3","0",0.461538461538462,"n",0.3,0.138572050499249,1.4,16.3,20,0.0104663419582044,1,0.7,0.7
"487","15.7","0",0.384615384615385,"n",0.25,0.139080597104346,1.4,16.3,20,0.0105693470598451,1,0.7,0.7
"488","17.1","0",0.333333333333333,"n",0.2,0.137908746460288,1.5,16.5,20,0.0106732912198838,1,0.7,0.7
"489","18.6","0",0.416666666666667,"n",0.238095238095238,0.124538376757262,1.7,16.2,21,0.0107781828864733,1,0.7,0.7
"490","20","0",0.272727272727273,"n",0.15,0.137214253152647,1.6,16.5,20,0.0108840305426691,1,0.7,0.7
"491","7.1","1",0.111111111111111,"n",0.0476190476190476,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.7,0.7
"492","8.5","1",0.1,"n",0.0476190476190476,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.7,0.7
"493","10","1",0.0909090909090909,"n",0.05,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.7,0.7
"494","11.4","1",0.0833333333333333,"n",0.05,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.7,0.7
"495","12.8","1",0.0833333333333333,"n",0.05,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.7,0.7
"496","14.3","1",0.0769230769230769,"n",0.05,0.138572050499249,1.4,16.3,20,0.0104663419582044,1,0.7,0.7
"497","15.7","1",0.0769230769230769,"n",0.05,0.139080597104346,1.4,16.3,20,0.0105693470598451,1,0.7,0.7
"498","17.1","1",0.0833333333333333,"n",0.05,0.137908746460288,1.5,16.5,20,0.0106732912198838,1,0.7,0.7
"499","18.6","1",0.0833333333333333,"n",0.0476190476190476,0.124538376757262,1.7,16.2,21,0.0107781828864733,1,0.7,0.7
"500","20","1",0.0909090909090909,"n",0.05,0.137214253152647,1.6,16.5,20,0.0108840305426691,1,0.7,0.7
"501","7.1","2",0.444444444444444,"n",0.19047619047619,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.7,0.7
"502","8.5","2",0.4,"n",0.19047619047619,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.7,0.7
"503","10","2",0.363636363636364,"n",0.2,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.7,0.7
"504","11.4","2",0.416666666666667,"n",0.25,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.7,0.7
"505","12.8","2",0.416666666666667,"n",0.25,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.7,0.7
"506","14.3","2",0.461538461538462,"n",0.3,0.138572050499249,1.4,16.3,20,0.0104663419582044,1,0.7,0.7
"507","15.7","2",0.538461538461538,"n",0.35,0.139080597104346,1.4,16.3,20,0.0105693470598451,1,0.7,0.7
"508","17.1","2",0.583333333333333,"n",0.35,0.137908746460288,1.5,16.5,20,0.0106732912198838,1,0.7,0.7
"509","18.6","2",0.5,"n",0.285714285714286,0.124538376757262,1.7,16.2,21,0.0107781828864733,1,0.7,0.7
"510","20","2",0.636363636363636,"n",0.35,0.137214253152647,1.6,16.5,20,0.0108840305426691,1,0.7,0.7
"511","7.1","0",0.333333333333333,"a",0.19047619047619,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.7,0.7
"512","8.5","0",0.272727272727273,"a",0.142857142857143,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.7,0.7
"513","10","0",0.111111111111111,"a",0.05,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.7,0.7
"514","11.4","0",0.125,"a",0.05,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.7,0.7
"515","12.8","0",0.125,"a",0.05,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.7,0.7
"516","14.3","0",0.142857142857143,"a",0.05,0.138572050499249,1.4,16.3,20,0.0104663419582044,1,0.7,0.7
"517","15.7","0",0.285714285714286,"a",0.1,0.139080597104346,1.4,16.3,20,0.0105693470598451,1,0.7,0.7
"518","17.1","0",0.375,"a",0.15,0.137908746460288,1.5,16.5,20,0.0106732912198838,1,0.7,0.7
"519","18.6","0",0.333333333333333,"a",0.142857142857143,0.124538376757262,1.7,16.2,21,0.0107781828864733,1,0.7,0.7
"520","20","0",0.444444444444444,"a",0.2,0.137214253152647,1.6,16.5,20,0.0108840305426691,1,0.7,0.7
"521","7.1","1",0,"a",0,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.7,0.7
"522","8.5","1",0,"a",0,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.7,0.7
"523","10","1",0,"a",0,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.7,0.7
"524","11.4","1",0,"a",0,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.7,0.7
"525","12.8","1",0,"a",0,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.7,0.7
"526","14.3","1",0,"a",0,0.138572050499249,1.4,16.3,20,0.0104663419582044,1,0.7,0.7
"527","15.7","1",0,"a",0,0.139080597104346,1.4,16.3,20,0.0105693470598451,1,0.7,0.7
"528","17.1","1",0,"a",0,0.137908746460288,1.5,16.5,20,0.0106732912198838,1,0.7,0.7
"529","18.6","1",0,"a",0,0.124538376757262,1.7,16.2,21,0.0107781828864733,1,0.7,0.7
"530","20","1",0,"a",0,0.137214253152647,1.6,16.5,20,0.0108840305426691,1,0.7,0.7
"531","7.1","2",0.666666666666667,"a",0.380952380952381,0.116368825036374,2,15.3,21,0.00986958497301749,1,0.7,0.7
"532","8.5","2",0.727272727272727,"a",0.380952380952381,0.118278926537477,1.9,15.5,21,0.00996711226403505,1,0.7,0.7
"533","10","2",0.888888888888889,"a",0.4,0.133736466596882,1.6,15.7,20,0.0100655292875077,1,0.7,0.7
"534","11.4","2",0.875,"a",0.35,0.135883989213905,1.5,15.9,20,0.0102631153053862,1,0.7,0.7
"535","12.8","2",0.875,"a",0.35,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.7,0.7
"536","14.3","2",0.857142857142857,"a",0.3,0.138572050499249,1.4,16.3,20,0.0104663419582044,1,0.7,0.7
"537","15.7","2",0.714285714285714,"a",0.25,0.139080597104346,1.4,16.3,20,0.0105693470598451,1,0.7,0.7
"538","17.1","2",0.625,"a",0.25,0.137908746460288,1.5,16.5,20,0.0106732912198838,1,0.7,0.7
"539","18.6","2",0.666666666666667,"a",0.285714285714286,0.124538376757262,1.7,16.2,21,0.0107781828864733,1,0.7,0.7
"540","20","2",0.555555555555556,"a",0.25,0.137214253152647,1.6,16.5,20,0.0108840305426691,1,0.7,0.7
"541","7.1","0",0.166666666666667,"n",0.0476190476190476,0.112233601616312,2.3,15.3,21,0.00986958497301749,1,0.8,0.8
"542","8.5","0",0,"n",0,0.111357136566345,2.4,15.5,21,0.00996711226403505,1,0.8,0.8
"543","10","0",0,"n",0,0.100510201457987,2.6,15.2,22,0.0100655292875077,1,0.8,0.8
"544","11.4","0",0.5,"n",0.227272727272727,0.107213150016103,2.1,15.3,22,0.0102631153053862,1,0.8,0.8
"545","12.8","0",0.583333333333333,"n",0.35,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.8,0.8
"546","14.3","0",0.705882352941177,"n",0.48,0.0855721053674775,3.2,14.8,25,0.0104663419582044,1,0.8,0.8
"547","15.7","0",0.705882352941177,"n",0.48,0.085964202391257,3.2,14.8,25,0.0105693470598451,1,0.8,0.8
"548","17.1","0",0.666666666666667,"n",0.48,0.0874000858591923,3.1,15,25,0.0106732912198838,1,0.8,0.8
"549","18.6","0",0.75,"n",0.535714285714286,0.0655285212935328,3.8,13.8,28,0.0107781828864733,1,0.8,0.8
"550","20","0",0.722222222222222,"n",0.481481481481481,0.0697165181924295,3.7,14.2,27,0.0108840305426691,1,0.8,0.8
"551","7.1","1",0.166666666666667,"n",0.0476190476190476,0.112233601616312,2.3,15.3,21,0.00986958497301749,1,0.8,0.8
"552","8.5","1",0.2,"n",0.0476190476190476,0.111357136566345,2.4,15.5,21,0.00996711226403505,1,0.8,0.8
"553","10","1",0.2,"n",0.0454545454545455,0.100510201457987,2.6,15.2,22,0.0100655292875077,1,0.8,0.8
"554","11.4","1",0.1,"n",0.0454545454545455,0.107213150016103,2.1,15.3,22,0.0102631153053862,1,0.8,0.8
"555","12.8","1",0.0833333333333333,"n",0.05,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.8,0.8
"556","14.3","1",0.0588235294117647,"n",0.04,0.0855721053674775,3.2,14.8,25,0.0104663419582044,1,0.8,0.8
"557","15.7","1",0,"n",0,0.085964202391257,3.2,14.8,25,0.0105693470598451,1,0.8,0.8
"558","17.1","1",0.0555555555555556,"n",0.04,0.0874000858591923,3.1,15,25,0.0106732912198838,1,0.8,0.8
"559","18.6","1",0,"n",0,0.0655285212935328,3.8,13.8,28,0.0107781828864733,1,0.8,0.8
"560","20","1",0,"n",0,0.0697165181924295,3.7,14.2,27,0.0108840305426691,1,0.8,0.8
"561","7.1","2",0.666666666666667,"n",0.19047619047619,0.112233601616312,2.3,15.3,21,0.00986958497301749,1,0.8,0.8
"562","8.5","2",0.8,"n",0.19047619047619,0.111357136566345,2.4,15.5,21,0.00996711226403505,1,0.8,0.8
"563","10","2",0.8,"n",0.181818181818182,0.100510201457987,2.6,15.2,22,0.0100655292875077,1,0.8,0.8
"564","11.4","2",0.4,"n",0.181818181818182,0.107213150016103,2.1,15.3,22,0.0102631153053862,1,0.8,0.8
"565","12.8","2",0.333333333333333,"n",0.2,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.8,0.8
"566","14.3","2",0.235294117647059,"n",0.16,0.0855721053674775,3.2,14.8,25,0.0104663419582044,1,0.8,0.8
"567","15.7","2",0.294117647058824,"n",0.2,0.085964202391257,3.2,14.8,25,0.0105693470598451,1,0.8,0.8
"568","17.1","2",0.277777777777778,"n",0.2,0.0874000858591923,3.1,15,25,0.0106732912198838,1,0.8,0.8
"569","18.6","2",0.25,"n",0.178571428571429,0.0655285212935328,3.8,13.8,28,0.0107781828864733,1,0.8,0.8
"570","20","2",0.277777777777778,"n",0.185185185185185,0.0697165181924295,3.7,14.2,27,0.0108840305426691,1,0.8,0.8
"571","7.1","0",0.466666666666667,"a",0.333333333333333,0.112233601616312,2.3,15.3,21,0.00986958497301749,1,0.8,0.8
"572","8.5","0",0.5,"a",0.380952380952381,0.111357136566345,2.4,15.5,21,0.00996711226403505,1,0.8,0.8
"573","10","0",0.529411764705882,"a",0.409090909090909,0.100510201457987,2.6,15.2,22,0.0100655292875077,1,0.8,0.8
"574","11.4","0",0.333333333333333,"a",0.181818181818182,0.107213150016103,2.1,15.3,22,0.0102631153053862,1,0.8,0.8
"575","12.8","0",0,"a",0,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.8,0.8
"576","14.3","0",0,"a",0,0.0855721053674775,3.2,14.8,25,0.0104663419582044,1,0.8,0.8
"577","15.7","0",0,"a",0,0.085964202391257,3.2,14.8,25,0.0105693470598451,1,0.8,0.8
"578","17.1","0",0,"a",0,0.0874000858591923,3.1,15,25,0.0106732912198838,1,0.8,0.8
"579","18.6","0",0,"a",0,0.0655285212935328,3.8,13.8,28,0.0107781828864733,1,0.8,0.8
"580","20","0",0,"a",0,0.0697165181924295,3.7,14.2,27,0.0108840305426691,1,0.8,0.8
"581","7.1","1",0,"a",0,0.112233601616312,2.3,15.3,21,0.00986958497301749,1,0.8,0.8
"582","8.5","1",0,"a",0,0.111357136566345,2.4,15.5,21,0.00996711226403505,1,0.8,0.8
"583","10","1",0,"a",0,0.100510201457987,2.6,15.2,22,0.0100655292875077,1,0.8,0.8
"584","11.4","1",0,"a",0,0.107213150016103,2.1,15.3,22,0.0102631153053862,1,0.8,0.8
"585","12.8","1",0,"a",0,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.8,0.8
"586","14.3","1",0,"a",0,0.0855721053674775,3.2,14.8,25,0.0104663419582044,1,0.8,0.8
"587","15.7","1",0.125,"a",0.04,0.085964202391257,3.2,14.8,25,0.0105693470598451,1,0.8,0.8
"588","17.1","1",0,"a",0,0.0874000858591923,3.1,15,25,0.0106732912198838,1,0.8,0.8
"589","18.6","1",0.125,"a",0.0357142857142857,0.0655285212935328,3.8,13.8,28,0.0107781828864733,1,0.8,0.8
"590","20","1",0.333333333333333,"a",0.111111111111111,0.0697165181924295,3.7,14.2,27,0.0108840305426691,1,0.8,0.8
"591","7.1","2",0.533333333333333,"a",0.380952380952381,0.112233601616312,2.3,15.3,21,0.00986958497301749,1,0.8,0.8
"592","8.5","2",0.5,"a",0.380952380952381,0.111357136566345,2.4,15.5,21,0.00996711226403505,1,0.8,0.8
"593","10","2",0.470588235294118,"a",0.363636363636364,0.100510201457987,2.6,15.2,22,0.0100655292875077,1,0.8,0.8
"594","11.4","2",0.666666666666667,"a",0.363636363636364,0.107213150016103,2.1,15.3,22,0.0102631153053862,1,0.8,0.8
"595","12.8","2",1,"a",0.4,0.136401163207502,1.5,16.1,20,0.0103642675006198,1,0.8,0.8
"596","14.3","2",1,"a",0.32,0.0855721053674775,3.2,14.8,25,0.0104663419582044,1,0.8,0.8
"597","15.7","2",0.875,"a",0.28,0.085964202391257,3.2,14.8,25,0.0105693470598451,1,0.8,0.8
"598","17.1","2",1,"a",0.28,0.0874000858591923,3.1,15,25,0.0106732912198838,1,0.8,0.8
"599","18.6","2",0.875,"a",0.25,0.0655285212935328,3.8,13.8,28,0.0107781828864733,1,0.8,0.8
"600","20","2",0.666666666666667,"a",0.222222222222222,0.0697165181924295,3.7,14.2,27,0.0108840305426691,1,0.8,0.8
"601","7.1","0",0.6,"n",0.48,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,0.9,0.9
"602","8.5","0",0.6,"n",0.48,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,0.9,0.9
"603","10","0",0.6,"n",0.48,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,0.9,0.9
"604","11.4","0",0.6,"n",0.48,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,0.9,0.9
"605","12.8","0",0.6,"n",0.48,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,0.9,0.9
"606","14.3","0",0.578947368421053,"n",0.458333333333333,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,0.9,0.9
"607","15.7","0",0.578947368421053,"n",0.458333333333333,0.0978976145741566,3.4,15.1,24,0.0105693470598451,1,0.9,0.9
"608","17.1","0",0.578947368421053,"n",0.458333333333333,0.0983212381194813,3.4,15.3,24,0.0106732912198838,1,0.9,0.9
"609","18.6","0",0.578947368421053,"n",0.458333333333333,0.0987392674521335,3.4,15.3,24,0.0107781828864733,1,0.9,0.9
"610","20","0",0.578947368421053,"n",0.458333333333333,0.100355551961337,3.4,15.3,24,0.0108840305426691,1,0.9,0.9
"611","7.1","1",0,"n",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,0.9,0.9
"612","8.5","1",0,"n",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,0.9,0.9
"613","10","1",0,"n",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,0.9,0.9
"614","11.4","1",0,"n",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,0.9,0.9
"615","12.8","1",0,"n",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,0.9,0.9
"616","14.3","1",0,"n",0,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,0.9,0.9
"617","15.7","1",0,"n",0,0.0978976145741566,3.4,15.1,24,0.0105693470598451,1,0.9,0.9
"618","17.1","1",0,"n",0,0.0983212381194813,3.4,15.3,24,0.0106732912198838,1,0.9,0.9
"619","18.6","1",0,"n",0,0.0987392674521335,3.4,15.3,24,0.0107781828864733,1,0.9,0.9
"620","20","1",0,"n",0,0.100355551961337,3.4,15.3,24,0.0108840305426691,1,0.9,0.9
"621","7.1","2",0.4,"n",0.32,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,0.9,0.9
"622","8.5","2",0.4,"n",0.32,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,0.9,0.9
"623","10","2",0.4,"n",0.32,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,0.9,0.9
"624","11.4","2",0.4,"n",0.32,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,0.9,0.9
"625","12.8","2",0.4,"n",0.32,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,0.9,0.9
"626","14.3","2",0.421052631578947,"n",0.333333333333333,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,0.9,0.9
"627","15.7","2",0.421052631578947,"n",0.333333333333333,0.0978976145741566,3.4,15.1,24,0.0105693470598451,1,0.9,0.9
"628","17.1","2",0.421052631578947,"n",0.333333333333333,0.0983212381194813,3.4,15.3,24,0.0106732912198838,1,0.9,0.9
"629","18.6","2",0.421052631578947,"n",0.333333333333333,0.0987392674521335,3.4,15.3,24,0.0107781828864733,1,0.9,0.9
"630","20","2",0.421052631578947,"n",0.333333333333333,0.100355551961337,3.4,15.3,24,0.0108840305426691,1,0.9,0.9
"631","7.1","0",0,"a",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,0.9,0.9
"632","8.5","0",0,"a",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,0.9,0.9
"633","10","0",0,"a",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,0.9,0.9
"634","11.4","0",0,"a",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,0.9,0.9
"635","12.8","0",0,"a",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,0.9,0.9
"636","14.3","0",0,"a",0,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,0.9,0.9
"637","15.7","0",0,"a",0,0.0978976145741566,3.4,15.1,24,0.0105693470598451,1,0.9,0.9
"638","17.1","0",0,"a",0,0.0983212381194813,3.4,15.3,24,0.0106732912198838,1,0.9,0.9
"639","18.6","0",0,"a",0,0.0987392674521335,3.4,15.3,24,0.0107781828864733,1,0.9,0.9
"640","20","0",0,"a",0,0.100355551961337,3.4,15.3,24,0.0108840305426691,1,0.9,0.9
"641","7.1","1",0,"a",0,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,0.9,0.9
"642","8.5","1",0,"a",0,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,0.9,0.9
"643","10","1",0,"a",0,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,0.9,0.9
"644","11.4","1",0,"a",0,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,0.9,0.9
"645","12.8","1",0,"a",0,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,0.9,0.9
"646","14.3","1",0,"a",0,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,0.9,0.9
"647","15.7","1",0.2,"a",0.0416666666666667,0.0978976145741566,3.4,15.1,24,0.0105693470598451,1,0.9,0.9
"648","17.1","1",0.2,"a",0.0416666666666667,0.0983212381194813,3.4,15.3,24,0.0106732912198838,1,0.9,0.9
"649","18.6","1",0.2,"a",0.0416666666666667,0.0987392674521335,3.4,15.3,24,0.0107781828864733,1,0.9,0.9
"650","20","1",0,"a",0,0.100355551961337,3.4,15.3,24,0.0108840305426691,1,0.9,0.9
"651","7.1","2",1,"a",0.2,0.0876544933811112,3.6,14.1,25,0.00986958497301749,1,0.9,0.9
"652","8.5","2",1,"a",0.2,0.0880958824485456,3.6,14.3,25,0.00996711226403505,1,0.9,0.9
"653","10","2",1,"a",0.2,0.0885311075984768,3.6,14.3,25,0.0100655292875077,1,0.9,0.9
"654","11.4","2",1,"a",0.2,0.0889603268756604,3.6,14.4,25,0.0102631153053862,1,0.9,0.9
"655","12.8","2",1,"a",0.2,0.089383692418775,3.6,14.6,25,0.0103642675006198,1,0.9,0.9
"656","14.3","2",1,"a",0.208333333333333,0.0986515746662332,3.4,15.1,24,0.0104663419582044,1,0.9,0.9
"657","15.7","2",0.8,"a",0.166666666666667,0.0978976145741566,3.4,15.1,24,0.0105693470598451,1,0.9,0.9
"658","17.1","2",0.8,"a",0.166666666666667,0.0983212381194813,3.4,15.3,24,0.0106732912198838,1,0.9,0.9
"659","18.6","2",0.8,"a",0.166666666666667,0.0987392674521335,3.4,15.3,24,0.0107781828864733,1,0.9,0.9
"660","20","2",1,"a",0.208333333333333,0.100355551961337,3.4,15.3,24,0.0108840305426691,1,0.9,0.9
