"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yo"
"184","11.4","0",0.6,"n",0.545454545454545,0.0535348228907006,6,19.1,33,0.111064207316688,1.1
"185","12.8","0",0.642857142857143,"n",0.5625,0.061002066046936,6.2,21.3,32,0.13604342485793,1.1
"186","14.3","0",0.785714285714286,"n",0.745762711864407,0.00719068788470355,20,0,59,0.0965414913248893,1.1
"187","15.7","0",0.785714285714286,"n",0.745762711864407,0.0076339936259695,21.1,0,59,0.112756290261972,1.1
"188","17.1","0",0.785714285714286,"n",0.745762711864407,0.00795519038707997,22.7,0,59,0.132907539610102,1.1
"189","18.6","0",0.851851851851852,"n",0.779661016949153,0.00878906354816418,22.7,0,59,0.143111566399478,1.1
"190","20","0",0.818181818181818,"n",0.76271186440678,0.0088825103738855,24.3,0,59,0.162506566226943,1.1
"191","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.00522412680401521,11.8,0,59,0.0292311364051188,1.1
"192","8.5","1",0.0714285714285714,"n",0.0677966101694915,0.00558411098386617,13.1,0,59,0.0369805814277929,1.1
"193","10","1",0.15625,"n",0.142857142857143,0.0430642719185213,5.9,15.7,35,0.080728136870143,1.1
"194","11.4","1",0.166666666666667,"n",0.151515151515152,0.0535348228907006,6,19.1,33,0.111064207316688,1.1
"195","12.8","1",0.107142857142857,"n",0.09375,0.061002066046936,6.2,21.3,32,0.13604342485793,1.1
"196","14.3","1",0.0892857142857143,"n",0.0847457627118644,0.00719068788470355,20,0,59,0.0965414913248893,1.1
"197","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.0076339936259695,21.1,0,59,0.112756290261972,1.1
"198","17.1","1",0.0714285714285714,"n",0.0677966101694915,0.00795519038707997,22.7,0,59,0.132907539610102,1.1
"199","18.6","1",0,"n",0,0.00878906354816418,22.7,0,59,0.143111566399478,1.1
"200","20","1",0.0545454545454545,"n",0.0508474576271186,0.0088825103738855,24.3,0,59,0.162506566226943,1.1
"201","7.1","2",0.127272727272727,"n",0.11864406779661,0.00522412680401521,11.8,0,59,0.0292311364051188,1.1
"202","8.5","2",0.142857142857143,"n",0.135593220338983,0.00558411098386617,13.1,0,59,0.0369805814277929,1.1
"203","10","2",0.21875,"n",0.2,0.0430642719185213,5.9,15.7,35,0.080728136870143,1.1
"204","11.4","2",0.233333333333333,"n",0.212121212121212,0.0535348228907006,6,19.1,33,0.111064207316688,1.1
"205","12.8","2",0.25,"n",0.21875,0.061002066046936,6.2,21.3,32,0.13604342485793,1.1
"206","14.3","2",0.125,"n",0.11864406779661,0.00719068788470355,20,0,59,0.0965414913248893,1.1
"207","15.7","2",0.125,"n",0.11864406779661,0.0076339936259695,21.1,0,59,0.112756290261972,1.1
"208","17.1","2",0.142857142857143,"n",0.135593220338983,0.00795519038707997,22.7,0,59,0.132907539610102,1.1
"209","18.6","2",0.148148148148148,"n",0.135593220338983,0.00878906354816418,22.7,0,59,0.143111566399478,1.1
"210","20","2",0.127272727272727,"n",0.11864406779661,0.0088825103738855,24.3,0,59,0.162506566226943,1.1
"211","7.1","0",0,"a",0,0.00522412680401521,11.8,0,59,0.0292311364051188,1.1
"212","8.5","0",0,"a",0,0.00558411098386617,13.1,0,59,0.0369805814277929,1.1
"213","10","0",0,"a",0,0.0430642719185213,5.9,15.7,35,0.080728136870143,1.1
"214","11.4","0",0,"a",0,0.0535348228907006,6,19.1,33,0.111064207316688,1.1
"215","12.8","0",0,"a",0,0.061002066046936,6.2,21.3,32,0.13604342485793,1.1
"216","14.3","0",0,"a",0,0.00719068788470355,20,0,59,0.0965414913248893,1.1
"217","15.7","0",0,"a",0,0.0076339936259695,21.1,0,59,0.112756290261972,1.1
"218","17.1","0",0,"a",0,0.00795519038707997,22.7,0,59,0.132907539610102,1.1
"219","18.6","0",0,"a",0,0.00878906354816418,22.7,0,59,0.143111566399478,1.1
"220","20","0",0,"a",0,0.0088825103738855,24.3,0,59,0.162506566226943,1.1
"221","7.1","1",0,"a",0,0.00522412680401521,11.8,0,59,0.0292311364051188,1.1
"222","8.5","1",0.333333333333333,"a",0.0169491525423729,0.00558411098386617,13.1,0,59,0.0369805814277929,1.1
"223","10","1",0,"a",0,0.0430642719185213,5.9,15.7,35,0.080728136870143,1.1
"224","11.4","1",0,"a",0,0.0535348228907006,6,19.1,33,0.111064207316688,1.1
"225","12.8","1",0,"a",0,0.061002066046936,6.2,21.3,32,0.13604342485793,1.1
"226","14.3","1",0,"a",0,0.00719068788470355,20,0,59,0.0965414913248893,1.1
"227","15.7","1",0,"a",0,0.0076339936259695,21.1,0,59,0.112756290261972,1.1
"228","17.1","1",0.333333333333333,"a",0.0169491525423729,0.00795519038707997,22.7,0,59,0.132907539610102,1.1
"229","18.6","1",0.2,"a",0.0169491525423729,0.00878906354816418,22.7,0,59,0.143111566399478,1.1
"230","20","1",0,"a",0,0.0088825103738855,24.3,0,59,0.162506566226943,1.1
"231","7.1","2",1,"a",0.0677966101694915,0.00522412680401521,11.8,0,59,0.0292311364051188,1.1
"232","8.5","2",0.666666666666667,"a",0.0338983050847458,0.00558411098386617,13.1,0,59,0.0369805814277929,1.1
"233","10","2",1,"a",0.0857142857142857,0.0430642719185213,5.9,15.7,35,0.080728136870143,1.1
"234","11.4","2",1,"a",0.0909090909090909,0.0535348228907006,6,19.1,33,0.111064207316688,1.1
"235","12.8","2",1,"a",0.125,0.061002066046936,6.2,21.3,32,0.13604342485793,1.1
"236","14.3","2",1,"a",0.0508474576271186,0.00719068788470355,20,0,59,0.0965414913248893,1.1
"237","15.7","2",1,"a",0.0508474576271186,0.0076339936259695,21.1,0,59,0.112756290261972,1.1
"238","17.1","2",0.666666666666667,"a",0.0338983050847458,0.00795519038707997,22.7,0,59,0.132907539610102,1.1
"239","18.6","2",0.8,"a",0.0677966101694915,0.00878906354816418,22.7,0,59,0.143111566399478,1.1
"240","20","2",1,"a",0.0677966101694915,0.0088825103738855,24.3,0,59,0.162506566226943,1.1
"241","7.1","0",0.818181818181818,"n",0.76271186440678,0.00522412680401521,11.8,0,59,0.0292311364051188,1.3
"242","8.5","0",0.785714285714286,"n",0.745762711864407,0.00558411098386617,13.1,0,59,0.0369805814277929,1.3
"243","10","0",0.785714285714286,"n",0.745762711864407,0.00609650181085617,14.8,0,59,0.0478786262215596,1.3
"244","11.4","0",0.785714285714286,"n",0.745762711864407,0.00654612468566469,16.9,0,59,0.0633729542669127,1.3
"245","12.8","0",0.785714285714286,"n",0.745762711864407,0.00686958771214325,18.5,0,59,0.07864182444528,1.3
"246","14.3","0",0.785714285714286,"n",0.745762711864407,0.00719068788470355,20,0,59,0.0965414913248893,1.3
"247","15.7","0",0.785714285714286,"n",0.745762711864407,0.0076339936259695,21.1,0,59,0.112756290261972,1.3
"248","17.1","0",0.785714285714286,"n",0.745762711864407,0.00795519038707997,22.7,0,59,0.132907539610102,1.3
"249","18.6","0",0.851851851851852,"n",0.779661016949153,0.00878906354816418,22.7,0,59,0.143111566399478,1.3
"250","20","0",0.818181818181818,"n",0.76271186440678,0.0088825103738855,24.3,0,59,0.162506566226943,1.3
"251","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.00522412680401521,11.8,0,59,0.0292311364051188,1.3
"252","8.5","1",0.0714285714285714,"n",0.0677966101694915,0.00558411098386617,13.1,0,59,0.0369805814277929,1.3
"253","10","1",0.0892857142857143,"n",0.0847457627118644,0.00609650181085617,14.8,0,59,0.0478786262215596,1.3
"254","11.4","1",0.0892857142857143,"n",0.0847457627118644,0.00654612468566469,16.9,0,59,0.0633729542669127,1.3
"255","12.8","1",0.0892857142857143,"n",0.0847457627118644,0.00686958771214325,18.5,0,59,0.07864182444528,1.3
"256","14.3","1",0.0892857142857143,"n",0.0847457627118644,0.00719068788470355,20,0,59,0.0965414913248893,1.3
"257","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.0076339936259695,21.1,0,59,0.112756290261972,1.3
"258","17.1","1",0.0714285714285714,"n",0.0677966101694915,0.00795519038707997,22.7,0,59,0.132907539610102,1.3
"259","18.6","1",0,"n",0,0.00878906354816418,22.7,0,59,0.143111566399478,1.3
"260","20","1",0.0545454545454545,"n",0.0508474576271186,0.0088825103738855,24.3,0,59,0.162506566226943,1.3
"261","7.1","2",0.127272727272727,"n",0.11864406779661,0.00522412680401521,11.8,0,59,0.0292311364051188,1.3
"262","8.5","2",0.142857142857143,"n",0.135593220338983,0.00558411098386617,13.1,0,59,0.0369805814277929,1.3
"263","10","2",0.125,"n",0.11864406779661,0.00609650181085617,14.8,0,59,0.0478786262215596,1.3
"264","11.4","2",0.125,"n",0.11864406779661,0.00654612468566469,16.9,0,59,0.0633729542669127,1.3
"265","12.8","2",0.125,"n",0.11864406779661,0.00686958771214325,18.5,0,59,0.07864182444528,1.3
"266","14.3","2",0.125,"n",0.11864406779661,0.00719068788470355,20,0,59,0.0965414913248893,1.3
"267","15.7","2",0.125,"n",0.11864406779661,0.0076339936259695,21.1,0,59,0.112756290261972,1.3
"268","17.1","2",0.142857142857143,"n",0.135593220338983,0.00795519038707997,22.7,0,59,0.132907539610102,1.3
"269","18.6","2",0.148148148148148,"n",0.135593220338983,0.00878906354816418,22.7,0,59,0.143111566399478,1.3
"270","20","2",0.127272727272727,"n",0.11864406779661,0.0088825103738855,24.3,0,59,0.162506566226943,1.3
"271","7.1","0",0,"a",0,0.00522412680401521,11.8,0,59,0.0292311364051188,1.3
"272","8.5","0",0,"a",0,0.00558411098386617,13.1,0,59,0.0369805814277929,1.3
"273","10","0",0,"a",0,0.00609650181085617,14.8,0,59,0.0478786262215596,1.3
"274","11.4","0",0,"a",0,0.00654612468566469,16.9,0,59,0.0633729542669127,1.3
"275","12.8","0",0,"a",0,0.00686958771214325,18.5,0,59,0.07864182444528,1.3
"276","14.3","0",0,"a",0,0.00719068788470355,20,0,59,0.0965414913248893,1.3
"277","15.7","0",0,"a",0,0.0076339936259695,21.1,0,59,0.112756290261972,1.3
"278","17.1","0",0,"a",0,0.00795519038707997,22.7,0,59,0.132907539610102,1.3
"279","18.6","0",0,"a",0,0.00878906354816418,22.7,0,59,0.143111566399478,1.3
"280","20","0",0,"a",0,0.0088825103738855,24.3,0,59,0.162506566226943,1.3
"281","7.1","1",0,"a",0,0.00522412680401521,11.8,0,59,0.0292311364051188,1.3
"282","8.5","1",0.333333333333333,"a",0.0169491525423729,0.00558411098386617,13.1,0,59,0.0369805814277929,1.3
"283","10","1",0,"a",0,0.00609650181085617,14.8,0,59,0.0478786262215596,1.3
"284","11.4","1",0,"a",0,0.00654612468566469,16.9,0,59,0.0633729542669127,1.3
"285","12.8","1",0,"a",0,0.00686958771214325,18.5,0,59,0.07864182444528,1.3
"286","14.3","1",0,"a",0,0.00719068788470355,20,0,59,0.0965414913248893,1.3
"287","15.7","1",0,"a",0,0.0076339936259695,21.1,0,59,0.112756290261972,1.3
"288","17.1","1",0.333333333333333,"a",0.0169491525423729,0.00795519038707997,22.7,0,59,0.132907539610102,1.3
"289","18.6","1",0.2,"a",0.0169491525423729,0.00878906354816418,22.7,0,59,0.143111566399478,1.3
"290","20","1",0,"a",0,0.0088825103738855,24.3,0,59,0.162506566226943,1.3
"291","7.1","2",1,"a",0.0677966101694915,0.00522412680401521,11.8,0,59,0.0292311364051188,1.3
"292","8.5","2",0.666666666666667,"a",0.0338983050847458,0.00558411098386617,13.1,0,59,0.0369805814277929,1.3
"293","10","2",1,"a",0.0508474576271186,0.00609650181085617,14.8,0,59,0.0478786262215596,1.3
"294","11.4","2",1,"a",0.0508474576271186,0.00654612468566469,16.9,0,59,0.0633729542669127,1.3
"295","12.8","2",1,"a",0.0508474576271186,0.00686958771214325,18.5,0,59,0.07864182444528,1.3
"296","14.3","2",1,"a",0.0508474576271186,0.00719068788470355,20,0,59,0.0965414913248893,1.3
"297","15.7","2",1,"a",0.0508474576271186,0.0076339936259695,21.1,0,59,0.112756290261972,1.3
"298","17.1","2",0.666666666666667,"a",0.0338983050847458,0.00795519038707997,22.7,0,59,0.132907539610102,1.3
"299","18.6","2",0.8,"a",0.0677966101694915,0.00878906354816418,22.7,0,59,0.143111566399478,1.3
"300","20","2",1,"a",0.0677966101694915,0.0088825103738855,24.3,0,59,0.162506566226943,1.3
"301","7.1","0",0.818181818181818,"n",0.76271186440678,0.00522412680401521,11.8,0,59,0.0292311364051188,1.5
"302","8.5","0",0.785714285714286,"n",0.745762711864407,0.00558411098386617,13.1,0,59,0.0369805814277929,1.5
"303","10","0",0.785714285714286,"n",0.745762711864407,0.00609650181085617,14.8,0,59,0.0478786262215596,1.5
"304","11.4","0",0.785714285714286,"n",0.745762711864407,0.00654612468566469,16.9,0,59,0.0633729542669127,1.5
"305","12.8","0",0.785714285714286,"n",0.745762711864407,0.00686958771214325,18.5,0,59,0.07864182444528,1.5
"306","14.3","0",0.785714285714286,"n",0.745762711864407,0.00719068788470355,20,0,59,0.0965414913248893,1.5
"307","15.7","0",0.785714285714286,"n",0.745762711864407,0.0076339936259695,21.1,0,59,0.112756290261972,1.5
"308","17.1","0",0.785714285714286,"n",0.745762711864407,0.00795519038707997,22.7,0,59,0.132907539610102,1.5
"309","18.6","0",0.851851851851852,"n",0.779661016949153,0.00878906354816418,22.7,0,59,0.143111566399478,1.5
"310","20","0",0.818181818181818,"n",0.76271186440678,0.0088825103738855,24.3,0,59,0.162506566226943,1.5
"311","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.00522412680401521,11.8,0,59,0.0292311364051188,1.5
"312","8.5","1",0.0714285714285714,"n",0.0677966101694915,0.00558411098386617,13.1,0,59,0.0369805814277929,1.5
"313","10","1",0.0892857142857143,"n",0.0847457627118644,0.00609650181085617,14.8,0,59,0.0478786262215596,1.5
"314","11.4","1",0.0892857142857143,"n",0.0847457627118644,0.00654612468566469,16.9,0,59,0.0633729542669127,1.5
"315","12.8","1",0.0892857142857143,"n",0.0847457627118644,0.00686958771214325,18.5,0,59,0.07864182444528,1.5
"316","14.3","1",0.0892857142857143,"n",0.0847457627118644,0.00719068788470355,20,0,59,0.0965414913248893,1.5
"317","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.0076339936259695,21.1,0,59,0.112756290261972,1.5
"318","17.1","1",0.0714285714285714,"n",0.0677966101694915,0.00795519038707997,22.7,0,59,0.132907539610102,1.5
"319","18.6","1",0,"n",0,0.00878906354816418,22.7,0,59,0.143111566399478,1.5
"320","20","1",0.0545454545454545,"n",0.0508474576271186,0.0088825103738855,24.3,0,59,0.162506566226943,1.5
"321","7.1","2",0.127272727272727,"n",0.11864406779661,0.00522412680401521,11.8,0,59,0.0292311364051188,1.5
"322","8.5","2",0.142857142857143,"n",0.135593220338983,0.00558411098386617,13.1,0,59,0.0369805814277929,1.5
"323","10","2",0.125,"n",0.11864406779661,0.00609650181085617,14.8,0,59,0.0478786262215596,1.5
"324","11.4","2",0.125,"n",0.11864406779661,0.00654612468566469,16.9,0,59,0.0633729542669127,1.5
"325","12.8","2",0.125,"n",0.11864406779661,0.00686958771214325,18.5,0,59,0.07864182444528,1.5
"326","14.3","2",0.125,"n",0.11864406779661,0.00719068788470355,20,0,59,0.0965414913248893,1.5
"327","15.7","2",0.125,"n",0.11864406779661,0.0076339936259695,21.1,0,59,0.112756290261972,1.5
"328","17.1","2",0.142857142857143,"n",0.135593220338983,0.00795519038707997,22.7,0,59,0.132907539610102,1.5
"329","18.6","2",0.148148148148148,"n",0.135593220338983,0.00878906354816418,22.7,0,59,0.143111566399478,1.5
"330","20","2",0.127272727272727,"n",0.11864406779661,0.0088825103738855,24.3,0,59,0.162506566226943,1.5
"331","7.1","0",0,"a",0,0.00522412680401521,11.8,0,59,0.0292311364051188,1.5
"332","8.5","0",0,"a",0,0.00558411098386617,13.1,0,59,0.0369805814277929,1.5
"333","10","0",0,"a",0,0.00609650181085617,14.8,0,59,0.0478786262215596,1.5
"334","11.4","0",0,"a",0,0.00654612468566469,16.9,0,59,0.0633729542669127,1.5
"335","12.8","0",0,"a",0,0.00686958771214325,18.5,0,59,0.07864182444528,1.5
"336","14.3","0",0,"a",0,0.00719068788470355,20,0,59,0.0965414913248893,1.5
"337","15.7","0",0,"a",0,0.0076339936259695,21.1,0,59,0.112756290261972,1.5
"338","17.1","0",0,"a",0,0.00795519038707997,22.7,0,59,0.132907539610102,1.5
"339","18.6","0",0,"a",0,0.00878906354816418,22.7,0,59,0.143111566399478,1.5
"340","20","0",0,"a",0,0.0088825103738855,24.3,0,59,0.162506566226943,1.5
"341","7.1","1",0,"a",0,0.00522412680401521,11.8,0,59,0.0292311364051188,1.5
"342","8.5","1",0.333333333333333,"a",0.0169491525423729,0.00558411098386617,13.1,0,59,0.0369805814277929,1.5
"343","10","1",0,"a",0,0.00609650181085617,14.8,0,59,0.0478786262215596,1.5
"344","11.4","1",0,"a",0,0.00654612468566469,16.9,0,59,0.0633729542669127,1.5
"345","12.8","1",0,"a",0,0.00686958771214325,18.5,0,59,0.07864182444528,1.5
"346","14.3","1",0,"a",0,0.00719068788470355,20,0,59,0.0965414913248893,1.5
"347","15.7","1",0,"a",0,0.0076339936259695,21.1,0,59,0.112756290261972,1.5
"348","17.1","1",0.333333333333333,"a",0.0169491525423729,0.00795519038707997,22.7,0,59,0.132907539610102,1.5
"349","18.6","1",0.2,"a",0.0169491525423729,0.00878906354816418,22.7,0,59,0.143111566399478,1.5
"350","20","1",0,"a",0,0.0088825103738855,24.3,0,59,0.162506566226943,1.5
"351","7.1","2",1,"a",0.0677966101694915,0.00522412680401521,11.8,0,59,0.0292311364051188,1.5
"352","8.5","2",0.666666666666667,"a",0.0338983050847458,0.00558411098386617,13.1,0,59,0.0369805814277929,1.5
"353","10","2",1,"a",0.0508474576271186,0.00609650181085617,14.8,0,59,0.0478786262215596,1.5
"354","11.4","2",1,"a",0.0508474576271186,0.00654612468566469,16.9,0,59,0.0633729542669127,1.5
"355","12.8","2",1,"a",0.0508474576271186,0.00686958771214325,18.5,0,59,0.07864182444528,1.5
"356","14.3","2",1,"a",0.0508474576271186,0.00719068788470355,20,0,59,0.0965414913248893,1.5
"357","15.7","2",1,"a",0.0508474576271186,0.0076339936259695,21.1,0,59,0.112756290261972,1.5
"358","17.1","2",0.666666666666667,"a",0.0338983050847458,0.00795519038707997,22.7,0,59,0.132907539610102,1.5
"359","18.6","2",0.8,"a",0.0677966101694915,0.00878906354816418,22.7,0,59,0.143111566399478,1.5
"360","20","2",1,"a",0.0677966101694915,0.0088825103738855,24.3,0,59,0.162506566226943,1.5
