"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","m"
"211","7.1","0",0,"a",0,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"212","8.5","0",0,"a",0,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"213","10","0",0,"a",0,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"214","11.4","0",0,"a",0,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"215","12.8","0",0,"a",0,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"216","14.3","0",0,"a",0,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"217","15.7","0",0,"a",0,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"218","17.1","0",0,"a",0,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"219","18.6","0",0,"a",0,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"220","20","0",0,"a",0,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"221","7.1","1",0,"a",0,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"222","8.5","1",0.2,"a",0.04,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"223","10","1",0.2,"a",0.04,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"224","11.4","1",0.2,"a",0.04,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"225","12.8","1",0,"a",0,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"226","14.3","1",0.25,"a",0.0384615384615385,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"227","15.7","1",0,"a",0,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"228","17.1","1",0,"a",0,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"229","18.6","1",0,"a",0,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"230","20","1",0,"a",0,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"231","7.1","2",1,"a",0.2,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"232","8.5","2",0.8,"a",0.16,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"233","10","2",0.8,"a",0.16,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"234","11.4","2",0.8,"a",0.16,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"235","12.8","2",1,"a",0.2,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"236","14.3","2",0.75,"a",0.115384615384615,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"237","15.7","2",1,"a",0.125,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"238","17.1","2",1,"a",0.12,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"239","18.6","2",1,"a",0.125,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"240","20","2",1,"a",0.12,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"241","7.1","0",0.6,"n",0.48,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"242","8.5","0",0.6,"n",0.48,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"243","10","0",0.6,"n",0.48,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"244","11.4","0",0.6,"n",0.48,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"245","12.8","0",0.6,"n",0.48,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"246","14.3","0",0.545454545454545,"n",0.461538461538462,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"247","15.7","0",0.428571428571429,"n",0.375,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"248","17.1","0",0.454545454545455,"n",0.4,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"249","18.6","0",0.428571428571429,"n",0.375,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"250","20","0",0.454545454545455,"n",0.4,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"251","7.1","1",0,"n",0,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"252","8.5","1",0,"n",0,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"253","10","1",0,"n",0,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"254","11.4","1",0,"n",0,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"255","12.8","1",0.05,"n",0.04,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"256","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"257","15.7","1",0.238095238095238,"n",0.208333333333333,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"258","17.1","1",0.227272727272727,"n",0.2,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"259","18.6","1",0.238095238095238,"n",0.208333333333333,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"260","20","1",0.227272727272727,"n",0.2,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"261","7.1","2",0.4,"n",0.32,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"262","8.5","2",0.4,"n",0.32,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"263","10","2",0.4,"n",0.32,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"264","11.4","2",0.4,"n",0.32,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"265","12.8","2",0.35,"n",0.28,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"266","14.3","2",0.363636363636364,"n",0.307692307692308,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"267","15.7","2",0.333333333333333,"n",0.291666666666667,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"268","17.1","2",0.318181818181818,"n",0.28,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"269","18.6","2",0.333333333333333,"n",0.291666666666667,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"270","20","2",0.318181818181818,"n",0.28,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"271","7.1","0",0,"a",0,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"272","8.5","0",0,"a",0,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"273","10","0",0,"a",0,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"274","11.4","0",0,"a",0,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"275","12.8","0",0,"a",0,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"276","14.3","0",0,"a",0,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"277","15.7","0",0,"a",0,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"278","17.1","0",0,"a",0,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"279","18.6","0",0,"a",0,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"280","20","0",0,"a",0,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"281","7.1","1",0,"a",0,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"282","8.5","1",0.2,"a",0.04,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"283","10","1",0.2,"a",0.04,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"284","11.4","1",0.2,"a",0.04,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"285","12.8","1",0,"a",0,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"286","14.3","1",0.25,"a",0.0384615384615385,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"287","15.7","1",0,"a",0,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"288","17.1","1",0,"a",0,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"289","18.6","1",0,"a",0,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"290","20","1",0,"a",0,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"291","7.1","2",1,"a",0.2,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"292","8.5","2",0.8,"a",0.16,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"293","10","2",0.8,"a",0.16,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"294","11.4","2",0.8,"a",0.16,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"295","12.8","2",1,"a",0.2,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"296","14.3","2",0.75,"a",0.115384615384615,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"297","15.7","2",1,"a",0.125,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"298","17.1","2",1,"a",0.12,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"299","18.6","2",1,"a",0.125,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"300","20","2",1,"a",0.12,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"301","7.1","0",0.6,"n",0.48,0.067713164732113,3.2,14.1,25,0.00976815817354659,-0.25
"302","8.5","0",0.6,"n",0.48,0.0671887699855798,3.2,14.3,25,0.00986439768367589,-0.25
"303","10","0",0.6,"n",0.48,0.0674732916812588,3.2,14.3,25,0.00996152039786168,-0.25
"304","11.4","0",0.6,"n",0.48,0.0677541546169804,3.2,14.4,25,0.0101567872352149,-0.25
"305","12.8","0",0.6,"n",0.48,0.0680319460255353,3.2,14.6,25,0.0102566191171282,-0.25
"306","14.3","0",0.545454545454545,"n",0.461538461538462,0.0607924691897571,3.4,14.4,26,0.0103573659942375,-0.25
"307","15.7","0",0.428571428571429,"n",0.375,0.0742998619413659,3.5,15.1,24,0.0104590360310419,-0.25
"308","17.1","0",0.454545454545455,"n",0.4,0.067201823263396,3.7,15,25,0.0105616374301319,-0.25
"309","18.6","0",0.428571428571429,"n",0.375,0.0748521074987972,3.5,15.3,24,0.0106651784330055,-0.25
"310","20","0",0.454545454545455,"n",0.4,0.0677139427925177,3.7,15,25,0.0107696673208284,-0.25
"311","7.1","1",0,"n",0,0.067713164732113,3.2,14.1,25,0.00976815817354659,-0.25
"312","8.5","1",0,"n",0,0.0671887699855798,3.2,14.3,25,0.00986439768367589,-0.25
"313","10","1",0,"n",0,0.0674732916812588,3.2,14.3,25,0.00996152039786168,-0.25
"314","11.4","1",0,"n",0,0.0677541546169804,3.2,14.4,25,0.0101567872352149,-0.25
"315","12.8","1",0.05,"n",0.04,0.0680319460255353,3.2,14.6,25,0.0102566191171282,-0.25
"316","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.0607924691897571,3.4,14.4,26,0.0103573659942375,-0.25
"317","15.7","1",0.238095238095238,"n",0.208333333333333,0.0742998619413659,3.5,15.1,24,0.0104590360310419,-0.25
"318","17.1","1",0.227272727272727,"n",0.2,0.067201823263396,3.7,15,25,0.0105616374301319,-0.25
"319","18.6","1",0.238095238095238,"n",0.208333333333333,0.0748521074987972,3.5,15.3,24,0.0106651784330055,-0.25
"320","20","1",0.227272727272727,"n",0.2,0.0677139427925177,3.7,15,25,0.0107696673208284,-0.25
"321","7.1","2",0.4,"n",0.32,0.067713164732113,3.2,14.1,25,0.00976815817354659,-0.25
"322","8.5","2",0.4,"n",0.32,0.0671887699855798,3.2,14.3,25,0.00986439768367589,-0.25
"323","10","2",0.4,"n",0.32,0.0674732916812588,3.2,14.3,25,0.00996152039786168,-0.25
"324","11.4","2",0.4,"n",0.32,0.0677541546169804,3.2,14.4,25,0.0101567872352149,-0.25
"325","12.8","2",0.35,"n",0.28,0.0680319460255353,3.2,14.6,25,0.0102566191171282,-0.25
"326","14.3","2",0.363636363636364,"n",0.307692307692308,0.0607924691897571,3.4,14.4,26,0.0103573659942375,-0.25
"327","15.7","2",0.333333333333333,"n",0.291666666666667,0.0742998619413659,3.5,15.1,24,0.0104590360310419,-0.25
"328","17.1","2",0.318181818181818,"n",0.28,0.067201823263396,3.7,15,25,0.0105616374301319,-0.25
"329","18.6","2",0.333333333333333,"n",0.291666666666667,0.0748521074987972,3.5,15.3,24,0.0106651784330055,-0.25
"330","20","2",0.318181818181818,"n",0.28,0.0677139427925177,3.7,15,25,0.0107696673208284,-0.25
"331","7.1","0",0,"a",0,0.067713164732113,3.2,14.1,25,0.00976815817354659,-0.25
"332","8.5","0",0,"a",0,0.0671887699855798,3.2,14.3,25,0.00986439768367589,-0.25
"333","10","0",0,"a",0,0.0674732916812588,3.2,14.3,25,0.00996152039786168,-0.25
"334","11.4","0",0,"a",0,0.0677541546169804,3.2,14.4,25,0.0101567872352149,-0.25
"335","12.8","0",0,"a",0,0.0680319460255353,3.2,14.6,25,0.0102566191171282,-0.25
"336","14.3","0",0,"a",0,0.0607924691897571,3.4,14.4,26,0.0103573659942375,-0.25
"337","15.7","0",0,"a",0,0.0742998619413659,3.5,15.1,24,0.0104590360310419,-0.25
"338","17.1","0",0,"a",0,0.067201823263396,3.7,15,25,0.0105616374301319,-0.25
"339","18.6","0",0,"a",0,0.0748521074987972,3.5,15.3,24,0.0106651784330055,-0.25
"340","20","0",0,"a",0,0.0677139427925177,3.7,15,25,0.0107696673208284,-0.25
"341","7.1","1",0,"a",0,0.067713164732113,3.2,14.1,25,0.00976815817354659,-0.25
"342","8.5","1",0.2,"a",0.04,0.0671887699855798,3.2,14.3,25,0.00986439768367589,-0.25
"343","10","1",0.2,"a",0.04,0.0674732916812588,3.2,14.3,25,0.00996152039786168,-0.25
"344","11.4","1",0.2,"a",0.04,0.0677541546169804,3.2,14.4,25,0.0101567872352149,-0.25
"345","12.8","1",0,"a",0,0.0680319460255353,3.2,14.6,25,0.0102566191171282,-0.25
"346","14.3","1",0.25,"a",0.0384615384615385,0.0607924691897571,3.4,14.4,26,0.0103573659942375,-0.25
"347","15.7","1",0,"a",0,0.0742998619413659,3.5,15.1,24,0.0104590360310419,-0.25
"348","17.1","1",0,"a",0,0.067201823263396,3.7,15,25,0.0105616374301319,-0.25
"349","18.6","1",0,"a",0,0.0748521074987972,3.5,15.3,24,0.0106651784330055,-0.25
"350","20","1",0,"a",0,0.0677139427925177,3.7,15,25,0.0107696673208284,-0.25
"351","7.1","2",1,"a",0.2,0.067713164732113,3.2,14.1,25,0.00976815817354659,-0.25
"352","8.5","2",0.8,"a",0.16,0.0671887699855798,3.2,14.3,25,0.00986439768367589,-0.25
"353","10","2",0.8,"a",0.16,0.0674732916812588,3.2,14.3,25,0.00996152039786168,-0.25
"354","11.4","2",0.8,"a",0.16,0.0677541546169804,3.2,14.4,25,0.0101567872352149,-0.25
"355","12.8","2",1,"a",0.2,0.0680319460255353,3.2,14.6,25,0.0102566191171282,-0.25
"356","14.3","2",0.75,"a",0.115384615384615,0.0607924691897571,3.4,14.4,26,0.0103573659942375,-0.25
"357","15.7","2",1,"a",0.125,0.0742998619413659,3.5,15.1,24,0.0104590360310419,-0.25
"358","17.1","2",1,"a",0.12,0.067201823263396,3.7,15,25,0.0105616374301319,-0.25
"359","18.6","2",1,"a",0.125,0.0748521074987972,3.5,15.3,24,0.0106651784330055,-0.25
"360","20","2",1,"a",0.12,0.0677139427925177,3.7,15,25,0.0107696673208284,-0.25
"361","7.1","0",0.6,"n",0.48,0.0444363076394069,3.2,14.1,25,0.00960487557987124,-0.1
"362","8.5","0",0.6,"n",0.48,0.0440041776434049,3.2,14.3,25,0.00969873489061751,-0.1
"363","10","0",0.6,"n",0.48,0.0441044928218049,3.2,14.3,25,0.00979346278772768,-0.1
"364","11.4","0",0.6,"n",0.48,0.0442035307915553,3.2,14.4,25,0.00998467176297317,-0.1
"365","12.8","0",0.6,"n",0.48,0.044301647719852,3.2,14.6,25,0.0100820556137519,-0.1
"366","14.3","0",0.545454545454545,"n",0.461538461538462,0.0388392618455005,3.4,14.4,26,0.0101803385585975,-0.1
"367","15.7","0",0.428571428571429,"n",0.375,0.0490475524598002,3.5,15.1,24,0.0102795283892359,-0.1
"368","17.1","0",0.454545454545455,"n",0.4,0.0435238218180086,3.7,15,25,0.0103796329423653,-0.1
"369","18.6","0",0.428571428571429,"n",0.375,0.04924583040802,3.5,15.3,24,0.0104806601000083,-0.1
"370","20","0",0.454545454545455,"n",0.4,0.0437045579301571,3.7,15,25,0.0105826177898375,-0.1
"371","7.1","1",0,"n",0,0.0444363076394069,3.2,14.1,25,0.00960487557987124,-0.1
"372","8.5","1",0,"n",0,0.0440041776434049,3.2,14.3,25,0.00969873489061751,-0.1
"373","10","1",0,"n",0,0.0441044928218049,3.2,14.3,25,0.00979346278772768,-0.1
"374","11.4","1",0,"n",0,0.0442035307915553,3.2,14.4,25,0.00998467176297317,-0.1
"375","12.8","1",0.05,"n",0.04,0.044301647719852,3.2,14.6,25,0.0100820556137519,-0.1
"376","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.0388392618455005,3.4,14.4,26,0.0101803385585975,-0.1
"377","15.7","1",0.238095238095238,"n",0.208333333333333,0.0490475524598002,3.5,15.1,24,0.0102795283892359,-0.1
"378","17.1","1",0.227272727272727,"n",0.2,0.0435238218180086,3.7,15,25,0.0103796329423653,-0.1
"379","18.6","1",0.238095238095238,"n",0.208333333333333,0.04924583040802,3.5,15.3,24,0.0104806601000083,-0.1
"380","20","1",0.227272727272727,"n",0.2,0.0437045579301571,3.7,15,25,0.0105826177898375,-0.1
"381","7.1","2",0.4,"n",0.32,0.0444363076394069,3.2,14.1,25,0.00960487557987124,-0.1
"382","8.5","2",0.4,"n",0.32,0.0440041776434049,3.2,14.3,25,0.00969873489061751,-0.1
"383","10","2",0.4,"n",0.32,0.0441044928218049,3.2,14.3,25,0.00979346278772768,-0.1
"384","11.4","2",0.4,"n",0.32,0.0442035307915553,3.2,14.4,25,0.00998467176297317,-0.1
"385","12.8","2",0.35,"n",0.28,0.044301647719852,3.2,14.6,25,0.0100820556137519,-0.1
"386","14.3","2",0.363636363636364,"n",0.307692307692308,0.0388392618455005,3.4,14.4,26,0.0101803385585975,-0.1
"387","15.7","2",0.333333333333333,"n",0.291666666666667,0.0490475524598002,3.5,15.1,24,0.0102795283892359,-0.1
"388","17.1","2",0.318181818181818,"n",0.28,0.0435238218180086,3.7,15,25,0.0103796329423653,-0.1
"389","18.6","2",0.333333333333333,"n",0.291666666666667,0.04924583040802,3.5,15.3,24,0.0104806601000083,-0.1
"390","20","2",0.318181818181818,"n",0.28,0.0437045579301571,3.7,15,25,0.0105826177898375,-0.1
"391","7.1","0",0,"a",0,0.0444363076394069,3.2,14.1,25,0.00960487557987124,-0.1
"392","8.5","0",0,"a",0,0.0440041776434049,3.2,14.3,25,0.00969873489061751,-0.1
"393","10","0",0,"a",0,0.0441044928218049,3.2,14.3,25,0.00979346278772768,-0.1
"394","11.4","0",0,"a",0,0.0442035307915553,3.2,14.4,25,0.00998467176297317,-0.1
"395","12.8","0",0,"a",0,0.044301647719852,3.2,14.6,25,0.0100820556137519,-0.1
"396","14.3","0",0,"a",0,0.0388392618455005,3.4,14.4,26,0.0101803385585975,-0.1
"397","15.7","0",0,"a",0,0.0490475524598002,3.5,15.1,24,0.0102795283892359,-0.1
"398","17.1","0",0,"a",0,0.0435238218180086,3.7,15,25,0.0103796329423653,-0.1
"399","18.6","0",0,"a",0,0.04924583040802,3.5,15.3,24,0.0104806601000083,-0.1
"400","20","0",0,"a",0,0.0437045579301571,3.7,15,25,0.0105826177898375,-0.1
"401","7.1","1",0,"a",0,0.0444363076394069,3.2,14.1,25,0.00960487557987124,-0.1
"402","8.5","1",0.2,"a",0.04,0.0440041776434049,3.2,14.3,25,0.00969873489061751,-0.1
"403","10","1",0.2,"a",0.04,0.0441044928218049,3.2,14.3,25,0.00979346278772768,-0.1
"404","11.4","1",0.2,"a",0.04,0.0442035307915553,3.2,14.4,25,0.00998467176297317,-0.1
"405","12.8","1",0,"a",0,0.044301647719852,3.2,14.6,25,0.0100820556137519,-0.1
"406","14.3","1",0.25,"a",0.0384615384615385,0.0388392618455005,3.4,14.4,26,0.0101803385585975,-0.1
"407","15.7","1",0,"a",0,0.0490475524598002,3.5,15.1,24,0.0102795283892359,-0.1
"408","17.1","1",0,"a",0,0.0435238218180086,3.7,15,25,0.0103796329423653,-0.1
"409","18.6","1",0,"a",0,0.04924583040802,3.5,15.3,24,0.0104806601000083,-0.1
"410","20","1",0,"a",0,0.0437045579301571,3.7,15,25,0.0105826177898375,-0.1
"411","7.1","2",1,"a",0.2,0.0444363076394069,3.2,14.1,25,0.00960487557987124,-0.1
"412","8.5","2",0.8,"a",0.16,0.0440041776434049,3.2,14.3,25,0.00969873489061751,-0.1
"413","10","2",0.8,"a",0.16,0.0441044928218049,3.2,14.3,25,0.00979346278772768,-0.1
"414","11.4","2",0.8,"a",0.16,0.0442035307915553,3.2,14.4,25,0.00998467176297317,-0.1
"415","12.8","2",1,"a",0.2,0.044301647719852,3.2,14.6,25,0.0100820556137519,-0.1
"416","14.3","2",0.75,"a",0.115384615384615,0.0388392618455005,3.4,14.4,26,0.0101803385585975,-0.1
"417","15.7","2",1,"a",0.125,0.0490475524598002,3.5,15.1,24,0.0102795283892359,-0.1
"418","17.1","2",1,"a",0.12,0.0435238218180086,3.7,15,25,0.0103796329423653,-0.1
"419","18.6","2",1,"a",0.125,0.04924583040802,3.5,15.3,24,0.0104806601000083,-0.1
"420","20","2",1,"a",0.12,0.0437045579301571,3.7,15,25,0.0105826177898375,-0.1
